  t  q1  q2  q3  u1  u2  u3
   24.7000   1.238571E-02   1.447036E-04   1.617418E+01  -2.981397E-02  -1.890290E-04   7.821574E-01
   24.7500   1.102584E-02   1.380229E-04   1.621329E+01  -2.381989E-02  -7.625074E-05   7.825510E-01
   24.8000   1.007739E-02   1.352577E-04   1.625243E+01  -1.350049E-02  -5.674609E-05   7.829441E-01
   24.8500   9.710511E-03   1.322463E-04   1.629159E+01  -1.112702E-03  -4.217195E-05   7.833317E-01
   24.9000   9.960042E-03   1.330533E-04   1.633076E+01   1.098399E-02   7.766837E-05   7.837184E-01
   24.9500   1.078581E-02   1.387366E-04   1.636996E+01   2.166123E-02   1.297810E-04   7.841075E-01
   25.0000   1.206928E-02   1.449312E-04   1.640918E+01   2.891547E-02   1.216347E-04   7.844925E-01
   25.0500   1.359203E-02   1.519374E-04   1.644841E+01   3.112412E-02   1.650549E-04   7.848748E-01
   25.1000   1.510093E-02   1.606374E-04   1.648766E+01   2.848985E-02   1.643291E-04   7.852583E-01
   25.1500   1.636638E-02   1.671398E-04   1.652694E+01   2.136440E-02   9.606463E-05   7.856376E-01
   25.2000   1.717197E-02   1.709033E-04   1.656623E+01   1.037054E-02   5.957364E-05   7.860087E-01
   25.2500   1.737374E-02   1.728320E-04   1.660554E+01  -2.407397E-03   8.841785E-06   7.863738E-01
   25.3000   1.694028E-02   1.709457E-04   1.664486E+01  -1.467017E-02  -8.632167E-05   7.867347E-01
   25.3500   1.594164E-02   1.652038E-04   1.668421E+01  -2.482231E-02  -1.269992E-04   7.870918E-01
   25.4000   1.452396E-02   1.587928E-04   1.672357E+01  -3.102992E-02  -1.364322E-04   7.874470E-01
   25.4500   1.293145E-02   1.508348E-04   1.676295E+01  -3.173587E-02  -1.808844E-04   7.878080E-01
   25.5000   1.142972E-02   1.423664E-04   1.680235E+01  -2.767722E-02  -1.347143E-04   7.881662E-01
   25.5500   1.023732E-02   1.376471E-04   1.684177E+01  -1.922938E-02  -7.063829E-05   7.885212E-01
   25.6000   9.569201E-03   1.341025E-04   1.688121E+01  -7.095491E-03  -6.822804E-05   7.888833E-01
   25.6500   9.539111E-03   1.326900E-04   1.692066E+01   5.773611E-03   3.265084E-05   7.892449E-01
   25.7000   1.013138E-02   1.371864E-04   1.696013E+01   1.773402E-02   1.237135E-04   7.896063E-01
   25.7500   1.127374E-02   1.431097E-04   1.699962E+01   2.732370E-02   1.106222E-04   7.899702E-01
   25.8000   1.277868E-02   1.496026E-04   1.703913E+01   3.188850E-02   1.660884E-04   7.903268E-01
   25.8500   1.437071E-02   1.594035E-04   1.707865E+01   3.097215E-02   2.020787E-04   7.906732E-01
   25.9000   1.580337E-02   1.671191E-04   1.711819E+01   2.566704E-02   9.296753E-05   7.910207E-01
   25.9500   1.686299E-02   1.701991E-04   1.715775E+01   1.598528E-02   5.972749E-05   7.913715E-01
   26.0000   1.734983E-02   1.741999E-04   1.719733E+01   3.227357E-03   8.395238E-05   7.917148E-01
   26.0500   1.718822E-02   1.753707E-04   1.723693E+01  -9.490745E-03  -6.115946E-05   7.920516E-01
   26.1000   1.642396E-02   1.689705E-04   1.727654E+01  -2.079906E-02  -1.573073E-04   7.923883E-01
   26.1500   1.515631E-02   1.625090E-04   1.731616E+01  -2.915125E-02  -1.002074E-04   7.927288E-01
   26.2000   1.360467E-02   1.567021E-04   1.735581E+01  -3.187883E-02  -1.571285E-04   7.930775E-01
   26.2500   1.206067E-02   1.469094E-04   1.739547E+01  -2.911701E-02  -2.043626E-04   7.934333E-01
   26.3000   1.076394E-02   1.394336E-04   1.743515E+01  -2.203124E-02  -8.210525E-05   7.937960E-01
   26.3500   9.923907E-03   1.375517E-04   1.747485E+01  -1.103998E-02  -1.752704E-05   7.941590E-01
   26.4000   9.696882E-03   1.360544E-04   1.751457E+01   2.097537E-03  -3.757164E-05   7.945209E-01
   26.4500   1.011739E-02   1.363101E-04   1.755430E+01   1.435443E-02   7.367711E-05   7.948834E-01
   26.5000   1.109110E-02   1.433453E-04   1.759406E+01   2.415737E-02   1.791931E-04   7.952423E-01
   26.5500   1.248116E-02   1.510473E-04   1.763383E+01   3.077235E-02   1.146539E-04   7.956021E-01
   26.6000   1.407835E-02   1.565190E-04   1.767362E+01   3.208915E-02   1.353619E-04   7.959649E-01
   26.6500   1.559813E-02   1.655399E-04   1.771343E+01   2.795929E-02   2.035839E-04   7.963275E-01
   26.7000   1.681636E-02   1.732449E-04   1.775325E+01   2.027112E-02   7.819314E-05   7.966944E-01
   26.7500   1.756722E-02   1.743585E-04   1.779309E+01   9.156927E-03   3.499810E-06   7.970631E-01
   26.8000   1.769445E-02   1.758739E-04   1.783296E+01  -4.132362E-03   4.825513E-05   7.974255E-01
   26.8500   1.718143E-02   1.757625E-04   1.787284E+01  -1.589137E-02  -8.658858E-05   7.977880E-01
   26.9000   1.614963E-02   1.677700E-04   1.791274E+01  -2.499262E-02  -1.910084E-04   7.981536E-01
   26.9500   1.473612E-02   1.603402E-04   1.795265E+01  -3.076985E-02  -9.936219E-05   7.985193E-01
   27.0000   1.316657E-02   1.555347E-04   1.799259E+01  -3.103281E-02  -1.253099E-04   7.988820E-01
   27.0500   1.172378E-02   1.467504E-04   1.803254E+01  -2.591077E-02  -2.043363E-04   7.992452E-01
   27.1000   1.063518E-02   1.390187E-04   1.807251E+01  -1.710193E-02  -7.548973E-05   7.996169E-01
   27.1500   1.006327E-02   1.388754E-04   1.811250E+01  -5.358296E-03   3.882595E-05   7.999897E-01
   27.2000   1.012121E-02   1.400529E-04   1.815251E+01   7.588782E-03   3.908588E-06   8.003533E-01
   27.2500   1.079116E-02   1.411509E-04   1.819254E+01   1.875585E-02   6.673393E-05   8.007135E-01
   27.3000   1.194074E-02   1.479221E-04   1.823258E+01   2.662590E-02   1.905641E-04   8.010747E-01
   27.3500   1.339058E-02   1.572339E-04   1.827265E+01   3.063381E-02   1.562669E-04   8.014306E-01
   27.4000   1.492288E-02   1.631270E-04   1.831273E+01   2.979776E-02   9.636880E-05   8.017880E-01
   27.4500   1.627927E-02   1.692477E-04   1.835282E+01   2.361914E-02   1.581630E-04   8.021463E-01
   27.5000   1.723530E-02   1.764556E-04   1.839294E+01   1.441946E-02   8.730913E-05   8.025112E-01
   27.5500   1.768981E-02   1.769892E-04   1.843308E+01   3.324651E-03  -3.752535E-05   8.028811E-01
   27.6000   1.754444E-02   1.756145E-04   1.847323E+01  -9.067348E-03  -9.474014E-06   8.032464E-01
   27.6500   1.681684E-02   1.743410E-04   1.851340E+01  -1.951555E-02  -6.900684E-05   8.036120E-01
   27.7000   1.565030E-02   1.676769E-04   1.855359E+01  -2.658797E-02  -1.804905E-04   8.039742E-01
   27.7500   1.421376E-02   1.593697E-04   1.859380E+01  -3.024829E-02  -1.277521E-04   8.043278E-01
   27.8000   1.270745E-02   1.543347E-04   1.863402E+01  -2.904856E-02  -1.018855E-04   8.046739E-01
   27.8500   1.139207E-02   1.476344E-04   1.867426E+01  -2.294496E-02  -1.549481E-04   8.050133E-01
   27.9000   1.046755E-02   1.411753E-04   1.871452E+01  -1.351268E-02  -8.326755E-05   8.053547E-01
   27.9500   1.008066E-02   1.400154E-04   1.875480E+01  -1.688123E-03   2.728079E-05   8.057052E-01
   28.0000   1.030686E-02   1.423803E-04   1.879509E+01   1.057188E-02   5.791322E-05   8.060502E-01
   28.0500   1.110333E-02   1.458384E-04   1.883540E+01   2.078690E-02   8.850897E-05   8.063866E-01
   28.1000   1.232430E-02   1.519307E-04   1.887573E+01   2.738824E-02   1.532099E-04   8.067212E-01
   28.1500   1.376884E-02   1.602228E-04   1.891608E+01   2.959470E-02   1.661538E-04   8.070521E-01
   28.2000   1.520346E-02   1.675709E-04   1.895644E+01   2.698871E-02   1.250118E-04   8.073771E-01
   28.2500   1.639077E-02   1.730947E-04   1.899681E+01   1.982097E-02   1.003352E-04   8.076995E-01
   28.3000   1.713586E-02   1.772336E-04   1.903721E+01   9.692714E-03   5.396505E-05   8.080259E-01
   28.3500   1.734163E-02   1.779020E-04   1.907762E+01  -1.547712E-03  -2.424066E-05   8.083601E-01
   28.4000   1.698180E-02   1.757529E-04   1.911804E+01  -1.272029E-02  -5.249520E-05   8.086933E-01
   28.4500   1.610402E-02   1.724212E-04   1.915849E+01  -2.185262E-02  -9.152019E-05   8.090221E-01
   28.5000   1.486361E-02   1.658633E-04   1.919895E+01  -2.701667E-02  -1.670333E-04   8.093554E-01
   28.5500   1.347396E-02   1.574836E-04   1.923942E+01  -2.786403E-02  -1.464605E-04   8.096953E-01
   28.6000   1.214885E-02   1.520631E-04   1.927992E+01  -2.442280E-02  -7.813278E-05   8.100318E-01
   28.6500   1.110279E-02   1.479994E-04   1.932043E+01  -1.679454E-02  -9.600863E-05   8.103622E-01
   28.7000   1.051260E-02   1.433370E-04   1.936095E+01  -6.557487E-03  -6.705621E-05   8.106935E-01
   28.7500   1.046451E-02   1.428551E-04   1.940149E+01   4.772554E-03   4.492752E-05   8.110347E-01
   28.8000   1.098810E-02   1.464811E-04   1.944206E+01   1.594934E-02   8.641022E-05   8.113846E-01
   28.8500   1.201712E-02   1.510983E-04   1.948263E+01   2.459123E-02   1.055593E-04   8.117338E-01
   28.9000   1.337581E-02   1.577774E-04   1.952323E+01   2.900101E-02   1.621076E-04   8.120818E-01
   28.9500   1.484608E-02   1.660413E-04   1.956384E+01   2.912908E-02   1.499445E-04   8.124341E-01
   29.0000   1.621589E-02   1.720937E-04   1.960447E+01   2.489173E-02   9.962242E-05   8.127924E-01
   29.0500   1.726171E-02   1.771160E-04   1.964512E+01   1.630667E-02   1.057072E-04   8.131488E-01
   29.1000   1.780706E-02   1.813744E-04   1.968579E+01   5.331166E-03   4.235897E-05   8.135033E-01
   29.1500   1.778487E-02   1.805581E-04   1.972647E+01  -6.262307E-03  -6.341984E-05   8.138581E-01
   29.2000   1.718784E-02   1.769628E-04   1.976717E+01  -1.738202E-02  -6.668610E-05   8.142079E-01
   29.2500   1.609624E-02   1.732262E-04   1.980789E+01  -2.557223E-02  -1.028792E-04   8.145541E-01
   29.3000   1.470312E-02   1.658896E-04   1.984863E+01  -2.947379E-02  -1.780072E-04   8.148965E-01
   29.3500   1.321688E-02   1.576365E-04   1.988938E+01  -2.925395E-02  -1.343404E-04   8.152319E-01
   29.4000   1.185734E-02   1.523442E-04   1.993015E+01  -2.429612E-02  -9.344265E-05   8.155643E-01
   29.4500   1.085743E-02   1.473032E-04   1.997094E+01  -1.519258E-02  -1.024190E-04   8.158943E-01
   29.5000   1.036906E-02   1.438993E-04   2.001174E+01  -4.186449E-03  -1.571986E-05   8.162191E-01
   29.5500   1.044833E-02   1.457028E-04   2.005256E+01   7.385459E-03   7.048257E-05   8.165403E-01
   29.6000   1.109685E-02   1.491618E-04   2.009339E+01   1.826107E-02   6.177946E-05   8.168643E-01
   29.6500   1.221748E-02   1.533093E-04   2.013425E+01   2.578878E-02   1.264715E-04   8.171873E-01
   29.7000   1.360467E-02   1.617507E-04   2.017511E+01   2.909148E-02   1.855060E-04   8.175094E-01
   29.7500   1.506204E-02   1.693385E-04   2.021600E+01   2.846663E-02   1.093023E-04   8.178381E-01
   29.8000   1.636702E-02   1.741454E-04   2.025690E+01   2.286477E-02   1.072159E-04   8.181662E-01
   29.8500   1.728303E-02   1.803362E-04   2.029781E+01   1.337348E-02   1.177332E-04   8.184909E-01
   29.9000   1.767929E-02   1.832735E-04   2.033875E+01   2.304464E-03  -1.224383E-05   8.188145E-01
   29.9500   1.750195E-02   1.804100E-04   2.037970E+01  -9.407258E-03  -7.479256E-05   8.191370E-01
   30.0000   1.675290E-02   1.776102E-04   2.042066E+01  -2.021365E-02  -4.035359E-05   8.194519E-01
   30.0500   1.554451E-02   1.737765E-04   2.046164E+01  -2.729800E-02  -1.402043E-04   8.197605E-01
   30.1000   1.409789E-02   1.641240E-04   2.050264E+01  -2.991134E-02  -2.098244E-04   8.200708E-01
   30.1500   1.261770E-02   1.564038E-04   2.054365E+01  -2.858667E-02  -8.548247E-05   8.203762E-01
   30.2000   1.132703E-02   1.531162E-04   2.058467E+01  -2.212121E-02  -8.590183E-05   8.206784E-01
   30.2500   1.047119E-02   1.469006E-04   2.062572E+01  -1.177648E-02  -1.329270E-04   8.209813E-01
   30.3000   1.016303E-02   1.438766E-04   2.066677E+01  -4.887643E-04   3.391663E-05   8.212821E-01
   30.3500   1.042912E-02   1.485954E-04   2.070784E+01   1.114702E-02   1.127782E-04   8.215798E-01
   30.4000   1.125689E-02   1.523606E-04   2.074893E+01   2.145648E-02   4.382239E-05   8.218738E-01
   30.4500   1.250107E-02   1.561267E-04   2.079003E+01   2.748530E-02   1.375892E-04   8.221663E-01
   30.5000   1.393187E-02   1.658076E-04   2.083115E+01   2.912359E-02   2.130258E-04   8.224595E-01
   30.5500   1.535278E-02   1.736120E-04   2.087228E+01   2.703170E-02   8.487080E-05   8.227568E-01
   30.6000   1.655109E-02   1.766442E-04   2.091342E+01   2.001454E-02   7.728927E-05   8.230540E-01
   30.6500   1.729257E-02   1.824408E-04   2.095458E+01   9.358095E-03   1.261585E-04   8.233470E-01
   30.7000   1.748003E-02   1.851567E-04   2.099576E+01  -1.837518E-03  -4.149795E-05   8.236402E-01
   30.7500   1.710847E-02   1.799935E-04   2.103695E+01  -1.299526E-02  -1.202390E-04   8.239350E-01
   30.8000   1.620759E-02   1.759665E-04   2.107815E+01  -2.245154E-02  -4.821115E-05   8.242339E-01
   30.8500   1.493908E-02   1.721912E-04   2.111937E+01  -2.750176E-02  -1.298760E-04   8.245329E-01
   30.9000   1.352770E-02   1.632727E-04   2.116060E+01  -2.835721E-02  -1.942176E-04   8.248239E-01
   30.9500   1.216786E-02   1.558551E-04   2.120185E+01  -2.526825E-02  -9.390385E-05   8.251140E-01
   31.0000   1.107715E-02   1.525311E-04   2.124311E+01  -1.768507E-02  -6.153600E-05   8.254047E-01
   31.0500   1.045062E-02   1.487353E-04   2.128439E+01  -7.078881E-03  -7.873322E-05   8.256925E-01
   31.1000   1.038151E-02   1.468987E-04   2.132568E+01   4.332650E-03   2.224616E-05   8.259842E-01
   31.1500   1.087803E-02   1.506730E-04   2.136699E+01   1.538333E-02   1.084128E-04   8.262835E-01
   31.2000   1.188685E-02   1.559674E-04   2.140831E+01   2.440996E-02   1.000773E-04   8.265852E-01
   31.2500   1.324892E-02   1.615762E-04   2.144965E+01   2.929649E-02   1.360313E-04   8.268882E-01
   31.3000   1.474275E-02   1.694887E-04   2.149100E+01   2.979475E-02   1.650288E-04   8.272010E-01
   31.3500   1.615943E-02   1.766461E-04   2.153237E+01   2.613875E-02   1.162664E-04   8.275235E-01
   31.4000   1.728189E-02   1.816878E-04   2.157375E+01   1.804842E-02   9.514284E-05   8.278443E-01
   31.4500   1.791110E-02   1.860353E-04   2.161515E+01   6.787734E-03   6.565800E-05   8.281574E-01
   31.5000   1.794947E-02   1.866481E-04   2.165657E+01  -5.186427E-03  -4.896639E-05   8.284697E-01
   31.5500   1.741048E-02   1.820686E-04   2.169800E+01  -1.605720E-02  -1.142874E-04   8.287924E-01
   31.6000   1.638195E-02   1.771069E-04   2.173945E+01  -2.459911E-02  -7.868466E-05   8.291167E-01
   31.6500   1.501742E-02   1.727212E-04   2.178091E+01  -2.921128E-02  -1.182566E-04   8.294282E-01
   31.7000   1.353631E-02   1.647325E-04   2.182239E+01  -2.934680E-02  -1.839325E-04   8.297271E-01
   31.7500   1.215049E-02   1.567861E-04   2.186389E+01  -2.536005E-02  -1.183700E-04   8.300217E-01
   31.8000   1.106947E-02   1.528632E-04   2.190539E+01  -1.725654E-02  -5.207445E-05   8.303144E-01
   31.8500   1.047803E-02   1.501596E-04   2.194692E+01  -6.036839E-03  -5.840411E-05   8.306060E-01
   31.9000   1.047426E-02   1.486856E-04   2.198845E+01   5.742007E-03   2.278457E-05   8.308960E-01
   31.9500   1.103140E-02   1.528986E-04   2.203001E+01   1.629489E-02   1.278124E-04   8.311812E-01
   32.0000   1.206641E-02   1.591518E-04   2.207157E+01   2.454839E-02   1.099249E-04   8.314623E-01
   32.0500   1.341368E-02   1.645075E-04   2.211315E+01   2.850991E-02   1.216143E-04   8.317398E-01
   32.1000   1.483467E-02   1.721559E-04   2.215475E+01   2.757627E-02   1.749299E-04   8.320159E-01
   32.1500   1.610454E-02   1.798849E-04   2.219635E+01   2.260033E-02   1.144541E-04   8.322911E-01
   32.2000   1.703487E-02   1.833286E-04   2.223798E+01   1.405793E-02   3.725408E-05   8.325672E-01
   32.2500   1.746770E-02   1.850854E-04   2.227961E+01   3.026741E-03   3.633523E-05   8.328458E-01
   32.3000   1.734074E-02   1.856128E-04   2.232126E+01  -7.860344E-03  -3.511193E-05   8.331316E-01
   32.3500   1.670738E-02   1.813933E-04   2.236292E+01  -1.722005E-02  -1.155370E-04   8.334211E-01
   32.4000   1.566074E-02   1.757367E-04   2.240460E+01  -2.401891E-02  -1.064666E-04   8.337122E-01
   32.4500   1.437687E-02   1.702427E-04   2.244629E+01  -2.658227E-02  -1.216434E-04   8.340068E-01
   32.5000   1.307413E-02   1.635123E-04   2.248800E+01  -2.490032E-02  -1.366400E-04   8.342973E-01
   32.5500   1.194863E-02   1.576848E-04   2.252972E+01  -1.950277E-02  -9.139357E-05   8.345840E-01
   32.6000   1.117752E-02   1.543655E-04   2.257146E+01  -1.090586E-02  -4.497528E-05   8.348702E-01
   32.6500   1.088903E-02   1.529253E-04   2.261321E+01  -4.744970E-04  -1.115031E-05   8.351559E-01
   32.7000   1.113309E-02   1.536104E-04   2.265498E+01   1.014968E-02   4.161212E-05   8.354465E-01
   32.7500   1.187666E-02   1.574090E-04   2.269676E+01   1.915604E-02   1.103807E-04   8.357400E-01
   32.8000   1.299498E-02   1.639860E-04   2.273855E+01   2.494338E-02   1.425294E-04   8.360273E-01
   32.8500   1.430325E-02   1.707425E-04   2.278036E+01   2.666902E-02   1.239153E-04   8.363095E-01
   32.9000   1.558506E-02   1.767534E-04   2.282218E+01   2.384114E-02   1.220280E-04   8.365885E-01
   32.9500   1.661936E-02   1.827850E-04   2.286402E+01   1.695696E-02   1.095588E-04   8.368617E-01
   33.0000   1.723933E-02   1.863848E-04   2.290587E+01   7.576033E-03   2.487541E-05   8.371331E-01
   33.0500   1.735854E-02   1.857257E-04   2.294773E+01  -2.879347E-03  -3.762392E-05   8.374100E-01
   33.1000   1.695863E-02   1.837019E-04   2.298961E+01  -1.287003E-02  -4.301215E-05   8.376915E-01
   33.1500   1.611077E-02   1.805708E-04   2.303150E+01  -2.055900E-02  -9.156346E-05   8.379717E-01
   33.2000   1.495719E-02   1.744578E-04   2.307341E+01  -2.501504E-02  -1.424148E-04   8.382465E-01
   33.2500   1.366849E-02   1.677800E-04   2.311532E+01  -2.590386E-02  -1.143385E-04   8.385152E-01
   33.3000   1.243623E-02   1.627777E-04   2.315726E+01  -2.266399E-02  -9.704030E-05   8.387786E-01
   33.3500   1.146614E-02   1.576152E-04   2.319920E+01  -1.562098E-02  -1.022731E-04   8.390410E-01
   33.4000   1.091429E-02   1.538864E-04   2.324116E+01  -6.144837E-03  -3.562239E-05   8.393076E-01
   33.4500   1.086586E-02   1.544785E-04   2.328313E+01   4.187446E-03   5.428809E-05   8.395727E-01
   33.5000   1.132194E-02   1.579526E-04   2.332512E+01   1.381848E-02   7.202976E-05   8.398295E-01
   33.5500   1.220940E-02   1.615222E-04   2.336712E+01   2.116812E-02   8.008313E-05   8.400849E-01
   33.6000   1.337668E-02   1.670543E-04   2.340913E+01   2.485605E-02   1.438706E-04   8.403414E-01
   33.6500   1.462999E-02   1.747768E-04   2.345115E+01   2.463034E-02   1.461227E-04   8.405951E-01
   33.7000   1.577676E-02   1.803669E-04   2.349319E+01   2.062730E-02   7.685549E-05   8.408471E-01
   33.7500   1.662866E-02   1.837537E-04   2.353524E+01   1.284692E-02   7.399790E-05   8.410956E-01
   33.8000   1.702435E-02   1.873759E-04   2.357730E+01   2.840069E-03   4.997610E-05   8.413377E-01
   33.8500   1.691645E-02   1.868265E-04   2.361937E+01  -6.996757E-03  -7.593840E-05   8.415835E-01
   33.9000   1.633904E-02   1.818283E-04   2.366145E+01  -1.591595E-02  -9.352117E-05   8.418339E-01
   33.9500   1.536947E-02   1.782022E-04   2.370355E+01  -2.215456E-02  -7.100366E-05   8.420891E-01
   34.0000   1.419606E-02   1.728596E-04   2.374566E+01  -2.413704E-02  -1.449657E-04   8.423482E-01
   34.0500   1.301422E-02   1.653663E-04   2.378779E+01  -2.258131E-02  -1.299967E-04   8.426054E-01
   34.1000   1.199653E-02   1.609817E-04   2.382992E+01  -1.750096E-02  -5.313295E-05   8.428640E-01
   34.1500   1.132268E-02   1.583954E-04   2.387207E+01  -8.986190E-03  -6.167405E-05   8.431270E-01
   34.2000   1.111794E-02   1.558783E-04   2.391424E+01   7.613891E-04  -1.462031E-05   8.433897E-01
   34.2500   1.139046E-02   1.580125E-04   2.395641E+01   1.004766E-02   8.912840E-05   8.436500E-01
   34.3000   1.210013E-02   1.629373E-04   2.399860E+01   1.793159E-02   9.428612E-05   8.439057E-01
   34.3500   1.313055E-02   1.673373E-04   2.404080E+01   2.265710E-02   9.145319E-05   8.441550E-01
   34.4000   1.430000E-02   1.729894E-04   2.408302E+01   2.349292E-02   1.341764E-04   8.444047E-01
   34.4500   1.542101E-02   1.796521E-04   2.412524E+01   2.078662E-02   1.171058E-04   8.446552E-01
   34.5000   1.632535E-02   1.838736E-04   2.416748E+01   1.488199E-02   5.382203E-05   8.449054E-01
   34.5500   1.687022E-02   1.857461E-04   2.420973E+01   6.684718E-03   2.552707E-05   8.451621E-01
   34.6000   1.697603E-02   1.867213E-04   2.425200E+01  -2.566909E-03   1.274037E-05   8.454203E-01
   34.6500   1.662300E-02   1.859597E-04   2.429428E+01  -1.128579E-02  -5.564275E-05   8.456740E-01
   34.7000   1.588114E-02   1.811964E-04   2.433657E+01  -1.799799E-02  -1.208340E-04   8.459307E-01
   34.7500   1.486465E-02   1.757402E-04   2.437887E+01  -2.219133E-02  -8.612622E-05   8.461860E-01
   34.8000   1.372720E-02   1.716391E-04   2.442118E+01  -2.253699E-02  -9.870225E-05   8.464403E-01
   34.8500   1.267638E-02   1.654399E-04   2.446351E+01  -1.899682E-02  -1.321006E-04   8.466962E-01
   34.9000   1.186945E-02   1.606528E-04   2.450585E+01  -1.289293E-02  -4.667405E-05   8.469505E-01
   34.9500   1.142789E-02   1.599676E-04   2.454821E+01  -4.382403E-03  -2.378855E-06   8.472072E-01
   35.0000   1.145303E-02   1.593001E-04   2.459058E+01   5.397346E-03  -1.661493E-05   8.474712E-01
   35.0500   1.194867E-02   1.602986E-04   2.463296E+01   1.411100E-02   7.338071E-05   8.477417E-01
   35.1000   1.283268E-02   1.661104E-04   2.467535E+01   2.093821E-02   1.340901E-04   8.480197E-01
   35.1500   1.399381E-02   1.719960E-04   2.471776E+01   2.481124E-02   1.026209E-04   8.482994E-01
   35.2000   1.523704E-02   1.774844E-04   2.476018E+01   2.414721E-02   1.272658E-04   8.485733E-01
   35.2500   1.633774E-02   1.844874E-04   2.480261E+01   1.926012E-02   1.372845E-04   8.488384E-01
   35.3000   1.712095E-02   1.889488E-04   2.484506E+01   1.179531E-02   2.668074E-05   8.491041E-01
   35.3500   1.748458E-02   1.884820E-04   2.488753E+01   2.430032E-03  -1.570723E-05   8.493768E-01
   35.4000   1.735275E-02   1.887535E-04   2.493000E+01  -7.561613E-03   1.428321E-05   8.496503E-01
   35.4500   1.675788E-02   1.875331E-04   2.497249E+01  -1.587944E-02  -7.956571E-05   8.499199E-01
   35.5000   1.580387E-02   1.812580E-04   2.501499E+01  -2.185405E-02  -1.479058E-04   8.501843E-01
   35.5500   1.462481E-02   1.749407E-04   2.505751E+01  -2.463389E-02  -9.915405E-05   8.504504E-01
   35.6000   1.340997E-02   1.705656E-04   2.510004E+01  -2.331447E-02  -8.820252E-05   8.507127E-01
   35.6500   1.235583E-02   1.653308E-04   2.514258E+01  -1.831129E-02  -1.161189E-04   8.509667E-01
   35.7000   1.161986E-02   1.606232E-04   2.518513E+01  -1.080690E-02  -5.514885E-05   8.512173E-01
   35.7500   1.130241E-02   1.601163E-04   2.522770E+01  -1.666516E-03   2.249189E-05   8.514660E-01
   35.8000   1.147015E-02   1.611383E-04   2.527028E+01   8.431451E-03   9.120557E-06   8.517217E-01
   35.8500   1.212243E-02   1.623784E-04   2.531287E+01   1.719262E-02   6.613354E-05   8.519860E-01
   35.9000   1.313969E-02   1.685646E-04   2.535548E+01   2.301839E-02   1.644271E-04   8.522517E-01
   35.9500   1.437396E-02   1.760675E-04   2.539810E+01   2.575897E-02   1.158145E-04   8.525186E-01
   36.0000   1.563847E-02   1.808272E-04   2.544073E+01   2.392470E-02   1.000821E-04   8.527801E-01
   36.0500   1.669075E-02   1.871525E-04   2.548338E+01   1.762232E-02   1.384911E-04   8.530332E-01
   36.1000   1.736416E-02   1.919785E-04   2.552603E+01   9.073437E-03   3.258922E-05   8.532860E-01
   36.1500   1.757541E-02   1.908569E-04   2.556871E+01  -8.040877E-04  -5.150330E-05   8.535437E-01
   36.2000   1.727492E-02   1.893336E-04   2.561139E+01  -1.112407E-02  -4.061386E-06   8.538000E-01
   36.2500   1.650017E-02   1.881999E-04   2.565409E+01  -1.930209E-02  -7.361464E-05   8.540503E-01
   36.3000   1.539928E-02   1.812529E-04   2.569679E+01  -2.425373E-02  -1.794676E-04   8.542970E-01
   36.3500   1.412859E-02   1.735066E-04   2.573952E+01  -2.589662E-02  -1.123408E-04   8.545444E-01
   36.4000   1.288588E-02   1.693714E-04   2.578225E+01  -2.302298E-02  -7.634738E-05   8.547941E-01
   36.4500   1.189714E-02   1.642357E-04   2.582499E+01  -1.599292E-02  -1.232936E-04   8.550437E-01
   36.5000   1.131988E-02   1.595265E-04   2.586775E+01  -6.899614E-03  -3.845588E-05   8.552931E-01
   36.5500   1.122619E-02   1.606452E-04   2.591052E+01   3.334133E-03   6.065548E-05   8.555441E-01
   36.6000   1.165579E-02   1.633095E-04   2.595331E+01   1.364441E-02   3.934286E-05   8.557975E-01
   36.6500   1.254603E-02   1.660346E-04   2.599610E+01   2.134474E-02   9.309333E-05   8.560498E-01
   36.7000   1.373102E-02   1.730467E-04   2.603891E+01   2.553112E-02   1.674624E-04   8.563039E-01
   36.7500   1.504071E-02   1.804567E-04   2.608173E+01   2.616631E-02   1.171768E-04   8.565601E-01
   36.8000   1.626991E-02   1.854288E-04   2.612457E+01   2.219017E-02   9.936862E-05   8.568115E-01
   36.8500   1.719184E-02   1.910296E-04   2.616742E+01   1.418955E-02   1.128163E-04   8.570561E-01
   36.9000   1.765552E-02   1.946763E-04   2.621027E+01   4.142831E-03   1.773366E-05   8.572952E-01
   36.9500   1.759036E-02   1.931759E-04   2.625314E+01  -6.828515E-03  -5.838061E-05   8.575291E-01
   37.0000   1.698746E-02   1.901301E-04   2.629603E+01  -1.687706E-02  -6.569798E-05   8.577641E-01
   37.0500   1.595616E-02   1.857432E-04   2.633892E+01  -2.377188E-02  -1.164022E-04   8.580024E-01
   37.1000   1.467574E-02   1.786750E-04   2.638183E+01  -2.675927E-02  -1.547362E-04   8.582411E-01
   37.1500   1.334625E-02   1.717771E-04   2.642475E+01  -2.577055E-02  -1.105182E-04   8.584774E-01
   37.2000   1.217014E-02   1.671304E-04   2.646767E+01  -2.054038E-02  -8.985916E-05   8.587109E-01
   37.2500   1.134946E-02   1.624972E-04   2.651062E+01  -1.190795E-02  -8.340750E-05   8.589432E-01
   37.3000   1.100281E-02   1.603510E-04   2.655357E+01  -1.835807E-03   6.637299E-06   8.591717E-01
   37.3500   1.117102E-02   1.625672E-04   2.659653E+01   8.524476E-03   6.550121E-05   8.593967E-01
