  t  q1  q2  q3  u1  u2  u3
   48.5000   1.754033E-02   2.055510E-04   3.645509E+01   1.476729E-02   1.139915E-04   9.094295E-01
   48.5500   1.815093E-02   2.090310E-04   3.650056E+01   9.314072E-03   2.104402E-05   9.096613E-01
   48.6000   1.843773E-02   2.090755E-04   3.654605E+01   1.884386E-03   1.445160E-06   9.098895E-01
   48.6500   1.832801E-02   2.098138E-04   3.659155E+01  -6.205106E-03   1.566297E-05   9.101126E-01
   48.7000   1.784207E-02   2.085089E-04   3.663706E+01  -1.288109E-02  -8.183075E-05   9.103329E-01
   48.7500   1.707449E-02   2.025913E-04   3.668258E+01  -1.745919E-02  -1.283229E-04   9.105564E-01
   48.8000   1.613835E-02   1.978304E-04   3.672812E+01  -1.946409E-02  -5.860712E-05   9.107833E-01
   48.8500   1.518675E-02   1.951310E-04   3.677366E+01  -1.804008E-02  -6.930275E-05   9.110071E-01
   48.9000   1.438563E-02   1.902210E-04   3.681922E+01  -1.358121E-02  -1.145206E-04   9.112289E-01
   48.9500   1.385383E-02   1.863225E-04   3.686479E+01  -7.539516E-03  -1.950687E-05   9.114495E-01
   49.0000   1.364973E-02   1.877503E-04   3.691036E+01  -4.436750E-04   4.929848E-05   9.116638E-01
   49.0500   1.381600E-02   1.889782E-04   3.695595E+01   6.970458E-03  -1.825502E-06   9.118724E-01
   49.1000   1.431561E-02   1.896180E-04   3.700155E+01   1.259846E-02   5.354677E-05   9.120773E-01
   49.1500   1.504074E-02   1.946596E-04   3.704716E+01   1.614853E-02   1.251790E-04   9.122832E-01
   49.2000   1.590116E-02   1.995475E-04   3.709278E+01   1.787182E-02   5.932423E-05   9.124934E-01
   49.2500   1.677505E-02   2.019046E-04   3.713841E+01   1.648957E-02   6.046916E-05   9.127056E-01
   49.3000   1.749988E-02   2.066070E-04   3.718405E+01   1.214518E-02   1.137181E-04   9.129166E-01
   49.3500   1.796518E-02   2.106472E-04   3.722970E+01   6.262976E-03   2.774774E-05   9.131241E-01
   49.4000   1.810492E-02   2.097391E-04   3.727536E+01  -8.695578E-04  -4.071657E-05   9.133278E-01
   49.4500   1.787098E-02   2.085609E-04   3.732103E+01  -8.369443E-03  -4.661257E-06   9.135295E-01
   49.5000   1.729784E-02   2.075710E-04   3.736672E+01  -1.414647E-02  -5.723779E-05   9.137296E-01
   49.5500   1.649593E-02   2.024577E-04   3.741241E+01  -1.757554E-02  -1.290686E-04   9.139278E-01
   49.6000   1.558118E-02   1.969206E-04   3.745811E+01  -1.849060E-02  -8.135227E-05   9.141281E-01
   49.6500   1.470002E-02   1.939721E-04   3.750382E+01  -1.626090E-02  -4.936686E-05   9.143287E-01
   49.7000   1.400546E-02   1.906386E-04   3.754954E+01  -1.107081E-02  -8.704193E-05   9.145286E-01
   49.7500   1.361489E-02   1.871183E-04   3.759527E+01  -4.512803E-03  -2.701333E-05   9.147278E-01
   49.8000   1.356141E-02   1.884245E-04   3.764101E+01   2.490359E-03   5.928119E-05   9.149231E-01
   49.8500   1.386366E-02   1.908674E-04   3.768676E+01   9.407226E-03   3.084591E-05   9.151149E-01
   49.9000   1.447116E-02   1.923841E-04   3.773252E+01   1.451178E-02   4.702887E-05   9.153052E-01
   49.9500   1.527038E-02   1.967248E-04   3.777829E+01   1.700657E-02   1.225788E-04   9.154958E-01
   50.0000   1.613068E-02   2.027466E-04   3.782407E+01   1.699239E-02   9.649487E-05   9.156832E-01
   50.0500   1.692728E-02   2.056241E-04   3.786986E+01   1.443920E-02   2.866380E-05   9.158715E-01
   50.1000   1.752720E-02   2.076668E-04   3.791566E+01   9.126570E-03   6.744942E-05   9.160606E-01
   50.1500   1.781895E-02   2.112389E-04   3.796147E+01   2.521584E-03   4.657845E-05   9.162481E-01
   50.2000   1.777788E-02   2.107482E-04   3.800729E+01  -4.218094E-03  -5.796074E-05   9.164332E-01
   50.2500   1.740030E-02   2.074351E-04   3.805311E+01  -1.070343E-02  -5.765031E-05   9.166178E-01
   50.3000   1.673708E-02   2.052896E-04   3.809895E+01  -1.542756E-02  -3.980746E-05   9.168031E-01
   50.3500   1.590741E-02   2.017962E-04   3.814479E+01  -1.723215E-02  -1.081722E-04   9.169881E-01
   50.4000   1.505739E-02   1.957740E-04   3.819065E+01  -1.640394E-02  -1.066579E-04   9.171745E-01
   50.4500   1.430391E-02   1.927015E-04   3.823651E+01  -1.333350E-02  -2.035515E-05   9.173588E-01
   50.5000   1.376607E-02   1.917662E-04   3.828238E+01  -7.822560E-03  -3.660845E-05   9.175391E-01
   50.5500   1.353992E-02   1.892181E-04   3.832826E+01  -1.214018E-03  -4.355997E-05   9.177164E-01
   50.6000   1.363943E-02   1.893944E-04   3.837415E+01   5.148679E-03   5.341695E-05   9.178936E-01
   50.6500   1.405090E-02   1.929548E-04   3.842005E+01   1.122920E-02   6.565894E-05   9.180746E-01
   50.7000   1.473698E-02   1.952853E-04   3.846596E+01   1.577923E-02   4.115875E-05   9.182585E-01
   50.7500   1.558012E-02   1.987603E-04   3.851188E+01   1.748575E-02   1.038775E-04   9.184446E-01
   50.8000   1.644425E-02   2.045796E-04   3.855781E+01   1.669571E-02   1.074416E-04   9.186327E-01
   50.8500   1.720680E-02   2.082939E-04   3.860374E+01   1.330611E-02   4.615504E-05   9.188177E-01
   50.9000   1.773150E-02   2.102724E-04   3.864969E+01   7.375137E-03   3.989991E-05   9.189998E-01
   50.9500   1.792807E-02   2.119567E-04   3.869564E+01   4.737877E-04   1.549024E-05   9.191843E-01
   51.0000   1.778147E-02   2.111707E-04   3.874161E+01  -6.291381E-03  -4.336738E-05   9.193694E-01
   51.0500   1.730837E-02   2.085781E-04   3.878758E+01  -1.246387E-02  -5.145502E-05   9.195493E-01
   51.1000   1.656685E-02   2.058537E-04   3.883356E+01  -1.675194E-02  -6.726035E-05   9.197248E-01
   51.1500   1.568239E-02   2.012511E-04   3.887955E+01  -1.812491E-02  -1.132685E-04   9.199003E-01
   51.2000   1.479958E-02   1.958898E-04   3.892555E+01  -1.675222E-02  -8.658861E-05   9.200768E-01
   51.2500   1.405147E-02   1.929736E-04   3.897156E+01  -1.274308E-02  -3.729547E-05   9.202527E-01
   51.3000   1.356320E-02   1.911169E-04   3.901758E+01  -6.513136E-03  -4.138034E-05   9.204263E-01
   51.3500   1.341762E-02   1.893369E-04   3.906360E+01   7.767040E-04  -1.881731E-05   9.206019E-01
   51.4000   1.363851E-02   1.902079E-04   3.910964E+01   7.956203E-03   5.490899E-05   9.207820E-01
   51.4500   1.419668E-02   1.939349E-04   3.915568E+01   1.412454E-02   8.097615E-05   9.209637E-01
   51.5000   1.501141E-02   1.978336E-04   3.920173E+01   1.792145E-02   8.094676E-05   9.211422E-01
   51.5500   1.593474E-02   2.024956E-04   3.924779E+01   1.851832E-02   1.030519E-04   9.213174E-01
   51.6000   1.681815E-02   2.073226E-04   3.929387E+01   1.640524E-02   8.075011E-05   9.214949E-01
   51.6500   1.753641E-02   2.102490E-04   3.933994E+01   1.197049E-02   3.994087E-05   9.216776E-01
   51.7000   1.798450E-02   2.119771E-04   3.938603E+01   5.722601E-03   3.350140E-05   9.218654E-01
   51.7500   1.809413E-02   2.133394E-04   3.943213E+01  -1.403903E-03   1.363860E-05   9.220525E-01
   51.8000   1.784900E-02   2.125251E-04   3.947824E+01  -8.263632E-03  -4.927829E-05   9.222360E-01
   51.8500   1.728601E-02   2.090689E-04   3.952435E+01  -1.401595E-02  -7.660338E-05   9.224169E-01
   51.9000   1.648106E-02   2.055396E-04   3.957048E+01  -1.774168E-02  -6.681045E-05   9.225949E-01
   51.9500   1.556812E-02   2.013660E-04   3.961661E+01  -1.814859E-02  -1.087027E-04   9.227757E-01
   52.0000   1.471112E-02   1.958624E-04   3.966276E+01  -1.585062E-02  -8.630761E-05   9.229561E-01
   52.0500   1.401918E-02   1.935487E-04   3.970891E+01  -1.137746E-02  -1.962594E-05   9.231316E-01
   52.1000   1.360888E-02   1.923287E-04   3.975507E+01  -4.839428E-03  -3.458477E-05   9.233039E-01
   52.1500   1.353724E-02   1.911339E-04   3.980124E+01   1.855829E-03   4.647009E-06   9.234685E-01
   52.2000   1.378533E-02   1.931771E-04   3.984742E+01   8.020735E-03   6.411739E-05   9.236304E-01
   52.2500   1.432582E-02   1.961580E-04   3.989360E+01   1.334534E-02   4.938695E-05   9.237952E-01
   52.3000   1.507606E-02   1.990576E-04   3.993980E+01   1.610431E-02   8.216086E-05   9.239567E-01
   52.3500   1.588719E-02   2.044103E-04   3.998600E+01   1.594867E-02   1.154944E-04   9.241129E-01
   52.4000   1.663292E-02   2.087872E-04   4.003221E+01   1.346743E-02   5.203250E-05   9.242665E-01
   52.4500   1.719084E-02   2.104430E-04   4.007843E+01   8.448448E-03   2.973300E-05   9.244168E-01
   52.5000   1.745322E-02   2.123060E-04   4.012465E+01   1.988025E-03   3.453221E-05   9.245678E-01
   52.5500   1.739615E-02   2.123790E-04   4.017088E+01  -4.134096E-03  -4.016101E-05   9.247242E-01
   52.6000   1.705054E-02   2.092173E-04   4.021712E+01  -9.587470E-03  -6.606066E-05   9.248837E-01
   52.6500   1.646164E-02   2.067397E-04   4.026337E+01  -1.356983E-02  -4.001253E-05   9.250449E-01
   52.7000   1.574043E-02   2.038253E-04   4.030963E+01  -1.481159E-02  -8.556989E-05   9.252094E-01
   52.7500   1.501721E-02   1.990189E-04   4.035589E+01  -1.384235E-02  -8.569744E-05   9.253728E-01
   52.8000   1.438927E-02   1.963325E-04   4.040216E+01  -1.086184E-02  -2.837232E-05   9.255357E-01
   52.8500   1.397143E-02   1.947883E-04   4.044844E+01  -5.519386E-03  -4.308193E-05   9.257034E-01
   52.9000   1.384829E-02   1.929593E-04   4.049473E+01   5.063908E-04  -8.578195E-06   9.258707E-01
   52.9500   1.401357E-02   1.947294E-04   4.054103E+01   6.053553E-03   6.777867E-05   9.260339E-01
   53.0000   1.444634E-02   1.977756E-04   4.058734E+01   1.110686E-02   3.990602E-05   9.261980E-01
   53.0500   1.509195E-02   1.994008E-04   4.063365E+01   1.425981E-02   4.622132E-05   9.263632E-01
   53.1000   1.582382E-02   2.037447E-04   4.067997E+01   1.456517E-02   1.222563E-04   9.265244E-01
   53.1500   1.651771E-02   2.090901E-04   4.072630E+01   1.296133E-02   6.346477E-05   9.266835E-01
   53.2000   1.708475E-02   2.100772E-04   4.077264E+01   9.260896E-03   2.356959E-06   9.268425E-01
   53.2500   1.740464E-02   2.116974E-04   4.081899E+01   3.303409E-03   6.512887E-05   9.269973E-01
   53.3000   1.741560E-02   2.141641E-04   4.086534E+01  -2.703710E-03   8.608839E-07   9.271504E-01
   53.3500   1.714931E-02   2.109512E-04   4.091170E+01  -7.840464E-03  -1.070479E-04   9.273074E-01
   53.4000   1.663978E-02   2.069598E-04   4.095807E+01  -1.237991E-02  -2.987393E-05   9.274657E-01
   53.4500   1.595364E-02   2.064181E-04   4.100445E+01  -1.444947E-02  -3.224533E-05   9.276252E-01
   53.5000   1.524717E-02   2.017295E-04   4.105084E+01  -1.346596E-02  -1.390053E-04   9.277886E-01
   53.5500   1.462889E-02   1.963210E-04   4.109723E+01  -1.106161E-02  -4.461592E-05   9.279530E-01
   53.6000   1.417285E-02   1.968815E-04   4.114363E+01  -6.779205E-03   3.146388E-05   9.281168E-01
   53.6500   1.398055E-02   1.964163E-04   4.119004E+01  -8.328980E-04  -5.258482E-05   9.282778E-01
   53.7000   1.407218E-02   1.945734E-04   4.123646E+01   4.182090E-03   1.671919E-05   9.284312E-01
   53.7500   1.437824E-02   1.986401E-04   4.128288E+01   7.995980E-03   1.145463E-04   9.285773E-01
   53.8000   1.486291E-02   2.023397E-04   4.132932E+01   1.116521E-02   1.867526E-05   9.287201E-01
   53.8500   1.545341E-02   2.024796E-04   4.137576E+01   1.193975E-02   2.500145E-05   9.288606E-01
   53.9000   1.602081E-02   2.063055E-04   4.142220E+01   1.062222E-02   1.069495E-04   9.290044E-01
   53.9500   1.650574E-02   2.100411E-04   4.146866E+01   8.615571E-03   2.351098E-05   9.291542E-01
   54.0000   1.685870E-02   2.094538E-04   4.151512E+01   5.221172E-03  -1.855124E-05   9.293073E-01
   54.0500   1.700746E-02   2.102674E-04   4.156159E+01   6.779555E-04   4.844051E-05   9.294633E-01
   54.1000   1.693202E-02   2.121482E-04   4.160806E+01  -3.609507E-03   2.733552E-06   9.296165E-01
   54.1500   1.665507E-02   2.098570E-04   4.165455E+01  -7.410673E-03  -7.874690E-05   9.297644E-01
   54.2000   1.620568E-02   2.063490E-04   4.170104E+01  -1.026545E-02  -5.063258E-05   9.299155E-01
   54.2500   1.566279E-02   2.046203E-04   4.174754E+01  -1.108809E-02  -3.027217E-05   9.300719E-01
   54.3000   1.513119E-02   2.022742E-04   4.179405E+01  -9.904737E-03  -6.368593E-05   9.302270E-01
   54.3500   1.469658E-02   1.991102E-04   4.184056E+01  -7.250028E-03  -5.110338E-05   9.303827E-01
   54.4000   1.442127E-02   1.980929E-04   4.188709E+01  -3.670411E-03   1.101009E-05   9.305371E-01
   54.4500   1.434623E-02   1.987837E-04   4.193362E+01   8.555052E-04  -1.180232E-06   9.306918E-01
   54.5000   1.450947E-02   1.980259E-04   4.198015E+01   5.540667E-03  -1.062878E-05   9.308520E-01
   54.5500   1.487993E-02   1.995065E-04   4.202670E+01   9.064051E-03   7.389861E-05   9.310150E-01
   54.6000   1.539726E-02   2.039094E-04   4.207326E+01   1.142574E-02   7.890313E-05   9.311775E-01
   54.6500   1.599230E-02   2.064063E-04   4.211982E+01   1.195811E-02   3.026472E-05   9.313364E-01
   54.7000   1.655353E-02   2.083890E-04   4.216639E+01   1.018737E-02   5.648138E-05   9.314946E-01
   54.7500   1.698307E-02   2.117592E-04   4.221297E+01   6.738852E-03   6.683256E-05   9.316511E-01
   54.8000   1.721072E-02   2.136238E-04   4.225956E+01   2.250587E-03   2.344393E-07   9.318023E-01
   54.8500   1.719708E-02   2.124922E-04   4.230615E+01  -2.870379E-03  -2.969611E-05   9.319510E-01
   54.9000   1.692700E-02   2.115525E-04   4.235275E+01  -7.764934E-03  -1.207772E-05   9.320984E-01
   54.9500   1.645086E-02   2.099025E-04   4.239936E+01  -1.089833E-02  -6.628548E-05   9.322484E-01
   55.0000   1.586754E-02   2.055492E-04   4.244598E+01  -1.220421E-02  -8.662976E-05   9.324014E-01
   55.0500   1.525753E-02   2.027279E-04   4.249260E+01  -1.185196E-02  -2.736635E-05   9.325538E-01
   55.1000   1.472097E-02   2.013891E-04   4.253923E+01  -9.241821E-03  -4.254307E-05   9.327058E-01
   55.1500   1.435873E-02   1.984692E-04   4.258587E+01  -5.118754E-03  -5.740726E-05   9.328574E-01
   55.2000   1.421726E-02   1.972983E-04   4.263252E+01  -4.579983E-04   1.543648E-05   9.330103E-01
   55.2500   1.432058E-02   1.990334E-04   4.267917E+01   4.629769E-03   3.664143E-05   9.331654E-01
   55.3000   1.467390E-02   2.001397E-04   4.272583E+01   9.318522E-03   1.377275E-05   9.333236E-01
   55.3500   1.522108E-02   2.019724E-04   4.277250E+01   1.218915E-02   7.217504E-05   9.334827E-01
   55.4000   1.586017E-02   2.067707E-04   4.281918E+01   1.309261E-02   9.901074E-05   9.336399E-01
   55.4500   1.649780E-02   2.102817E-04   4.286587E+01   1.200479E-02   4.097731E-05   9.337929E-01
   55.5000   1.702108E-02   2.118893E-04   4.291256E+01   8.597266E-03   3.512175E-05   9.339433E-01
   55.5500   1.733765E-02   2.138999E-04   4.295926E+01   4.015965E-03   3.397318E-05   9.340980E-01
   55.6000   1.741612E-02   2.145338E-04   4.300597E+01  -9.800844E-04  -7.306498E-06   9.342534E-01
   55.6500   1.723822E-02   2.135175E-04   4.305269E+01  -6.055030E-03  -3.047482E-05   9.344054E-01
   55.7000   1.682726E-02   2.116118E-04   4.309941E+01  -1.015860E-02  -4.616537E-05   9.345569E-01
   55.7500   1.625460E-02   2.086775E-04   4.314614E+01  -1.236812E-02  -7.243396E-05   9.347112E-01
   55.8000   1.562051E-02   2.051425E-04   4.319288E+01  -1.276828E-02  -5.677365E-05   9.348643E-01
   55.8500   1.500655E-02   2.031516E-04   4.323963E+01  -1.145241E-02  -3.195961E-05   9.350108E-01
   55.9000   1.450840E-02   2.009854E-04   4.328638E+01  -8.187490E-03  -5.700938E-05   9.351544E-01
   55.9500   1.420994E-02   1.982557E-04   4.333314E+01  -3.572215E-03  -3.957426E-05   9.353013E-01
   56.0000   1.416038E-02   1.980101E-04   4.337991E+01   1.620119E-03   2.996528E-05   9.354519E-01
   56.0500   1.437313E-02   2.001234E-04   4.342669E+01   6.847486E-03   4.005935E-05   9.356032E-01
   56.1000   1.482530E-02   2.018081E-04   4.347347E+01   1.088936E-02   3.840782E-05   9.357524E-01
   56.1500   1.542433E-02   2.049091E-04   4.352026E+01   1.271607E-02   8.546707E-05   9.358976E-01
   56.2000   1.606353E-02   2.093090E-04   4.356706E+01   1.252248E-02   7.678176E-05   9.360395E-01
   56.2500   1.664538E-02   2.117995E-04   4.361387E+01   1.044608E-02   2.500520E-05   9.361808E-01
   56.3000   1.707825E-02   2.129254E-04   4.366068E+01   6.618334E-03   3.055761E-05   9.363256E-01
   56.3500   1.728965E-02   2.149144E-04   4.370750E+01   1.738644E-03   3.899622E-05   9.364708E-01
   56.4000   1.725295E-02   2.153709E-04   4.375433E+01  -3.143978E-03  -2.893311E-05   9.366146E-01
   56.4500   1.697955E-02   2.128428E-04   4.380116E+01  -7.748497E-03  -5.390020E-05   9.367569E-01
   56.5000   1.649116E-02   2.110786E-04   4.384800E+01  -1.154566E-02  -2.015928E-05   9.368950E-01
   56.5500   1.586424E-02   2.091067E-04   4.389485E+01  -1.306722E-02  -7.507997E-05   9.370325E-01
   56.6000   1.522163E-02   2.040893E-04   4.394171E+01  -1.235711E-02  -1.024768E-04   9.371733E-01
   56.6500   1.465094E-02   2.012027E-04   4.398857E+01  -1.023087E-02  -6.904956E-06   9.373123E-01
   56.7000   1.423337E-02   2.014071E-04   4.403544E+01  -6.094235E-03  -1.482685E-05   9.374490E-01
   56.7500   1.406385E-02   1.989469E-04   4.408231E+01  -6.478198E-04  -6.337802E-05   9.375880E-01
   56.8000   1.415983E-02   1.980507E-04   4.412920E+01   4.372779E-03   4.487835E-05   9.377295E-01
   56.8500   1.449894E-02   2.020236E-04   4.417609E+01   9.216426E-03   7.917883E-05   9.378749E-01
   56.9000   1.506624E-02   2.041313E-04   4.422298E+01   1.309104E-02   1.601704E-05   9.380224E-01
   56.9500   1.575990E-02   2.061273E-04   4.426989E+01   1.418029E-02   8.280086E-05   9.381685E-01
   57.0000   1.644596E-02   2.117801E-04   4.431680E+01   1.296508E-02   1.155895E-04   9.383121E-01
   57.0500   1.702661E-02   2.152776E-04   4.436372E+01   9.899439E-03   2.022338E-05   9.384506E-01
   57.1000   1.740028E-02   2.153510E-04   4.441065E+01   4.766896E-03   4.675676E-06   9.385869E-01
   57.1500   1.748910E-02   2.165612E-04   4.445758E+01  -1.185723E-03   3.198397E-05   9.387253E-01
   57.2000   1.729848E-02   2.164428E-04   4.450452E+01  -6.205528E-03  -5.119095E-05   9.388678E-01
   57.2500   1.688796E-02   2.122846E-04   4.455147E+01  -1.004070E-02  -8.969538E-05   9.390161E-01
   57.3000   1.631623E-02   2.094772E-04   4.459842E+01  -1.251893E-02  -2.129727E-05   9.391669E-01
   57.3500   1.567713E-02   2.083159E-04   4.464538E+01  -1.261578E-02  -4.817777E-05   9.393158E-01
   57.4000   1.508651E-02   2.043517E-04   4.469235E+01  -1.082441E-02  -9.070466E-05   9.394598E-01
   57.4500   1.460970E-02   2.015571E-04   4.473933E+01  -8.061395E-03  -1.145725E-05   9.395987E-01
   57.5000   1.430367E-02   2.020693E-04   4.478631E+01  -3.949152E-03   9.065988E-06   9.397333E-01
   57.5500   1.422754E-02   2.012880E-04   4.483330E+01   8.873283E-04  -3.229276E-05   9.398646E-01
   57.6000   1.437836E-02   2.009002E-04   4.488030E+01   4.955329E-03   3.425445E-05   9.399931E-01
   57.6500   1.471025E-02   2.042602E-04   4.492730E+01   8.244676E-03   7.682900E-05   9.401203E-01
   57.7000   1.518747E-02   2.067644E-04   4.497431E+01   1.056167E-02   2.289751E-05   9.402469E-01
   57.7500   1.572982E-02   2.080666E-04   4.502133E+01   1.075092E-02   4.726376E-05   9.403723E-01
   57.8000   1.623382E-02   2.116421E-04   4.506835E+01   9.234414E-03   7.881258E-05   9.404991E-01
   57.8500   1.663971E-02   2.140350E-04   4.511538E+01   6.851108E-03   8.994831E-06   9.406292E-01
   57.9000   1.689853E-02   2.136385E-04   4.516241E+01   3.288391E-03  -3.960688E-06   9.407623E-01
   57.9500   1.695482E-02   2.146800E-04   4.520945E+01  -1.061585E-03   3.786447E-05   9.408947E-01
   58.0000   1.680342E-02   2.153384E-04   4.525650E+01  -4.821214E-03  -2.960127E-05   9.410257E-01
   58.0500   1.648779E-02   2.119671E-04   4.530355E+01  -7.673055E-03  -8.364079E-05   9.411593E-01
   58.1000   1.605225E-02   2.091578E-04   4.535062E+01  -9.494700E-03  -2.187641E-05   9.412971E-01
   58.1500   1.557466E-02   2.083842E-04   4.539768E+01  -9.199845E-03  -3.196970E-05   9.414389E-01
   58.2000   1.516542E-02   2.051766E-04   4.544476E+01  -6.954242E-03  -8.266187E-05   9.415851E-01
   58.2500   1.488652E-02   2.027226E-04   4.549184E+01  -4.192016E-03   3.809650E-06   9.417304E-01
   58.3000   1.475772E-02   2.046024E-04   4.553893E+01  -7.813582E-04   4.136308E-05   9.418711E-01
   58.3500   1.481914E-02   2.046705E-04   4.558603E+01   3.197559E-03  -3.532765E-05   9.420108E-01
   58.4000   1.505584E-02   2.037724E-04   4.563313E+01   5.975549E-03   2.933458E-05   9.421492E-01
   58.4500   1.539480E-02   2.078275E-04   4.568024E+01   7.452737E-03   1.056714E-04   9.422827E-01
   58.5000   1.579057E-02   2.110671E-04   4.572736E+01   8.198288E-03   9.068351E-06   9.424118E-01
   58.5500   1.618263E-02   2.104571E-04   4.577449E+01   7.098458E-03   1.456879E-06   9.425387E-01
   58.6000   1.647276E-02   2.129230E-04   4.582162E+01   4.405748E-03   8.340661E-05   9.426645E-01
   58.6500   1.662515E-02   2.156419E-04   4.586875E+01   1.727163E-03  -7.007197E-07   9.427904E-01
   58.7000   1.664034E-02   2.133065E-04   4.591590E+01  -1.239386E-03  -6.172608E-05   9.429175E-01
   58.7500   1.649140E-02   2.123752E-04   4.596304E+01  -4.698588E-03   3.014709E-05   9.430437E-01
   58.8000   1.619377E-02   2.137265E-04   4.601020E+01  -6.853363E-03  -1.398437E-05   9.431685E-01
   58.8500   1.583141E-02   2.099847E-04   4.605736E+01  -7.526561E-03  -1.101704E-04   9.432951E-01
   58.9000   1.544903E-02   2.063644E-04   4.610453E+01  -7.611088E-03  -1.350734E-05   9.434247E-01
   58.9500   1.509894E-02   2.073589E-04   4.615170E+01  -6.036295E-03   1.773892E-05   9.435561E-01
   59.0000   1.487654E-02   2.056369E-04   4.619888E+01  -2.680524E-03  -8.247933E-05   9.436911E-01
   59.0500   1.482920E-02   2.024327E-04   4.624607E+01   6.844162E-04  -8.560458E-06   9.438315E-01
   59.1000   1.494008E-02   2.053987E-04   4.629327E+01   3.773057E-03   9.847180E-05   9.439713E-01
   59.1500   1.521031E-02   2.084060E-04   4.634047E+01   6.968795E-03   1.771600E-07   9.441083E-01
   59.2000   1.560801E-02   2.072893E-04   4.638768E+01   8.507795E-03  -1.968310E-06   9.442434E-01
   59.2500   1.602501E-02   2.105411E-04   4.643489E+01   7.965549E-03   1.189906E-04   9.443758E-01
   59.3000   1.639427E-02   2.153553E-04   4.648212E+01   6.676245E-03   3.971441E-05   9.445027E-01
   59.3500   1.666759E-02   2.145690E-04   4.652934E+01   3.901332E-03  -3.812630E-05   9.446229E-01
   59.4000   1.676003E-02   2.145068E-04   4.657658E+01  -2.275881E-04   3.921893E-05   9.447420E-01
   59.4500   1.666574E-02   2.159512E-04   4.662382E+01  -3.194518E-03  -1.610319E-05   9.448700E-01
   59.5000   1.645829E-02   2.126017E-04   4.667107E+01  -5.117131E-03  -8.687361E-05   9.450053E-01
   59.5500   1.615334E-02   2.105011E-04   4.671832E+01  -6.980702E-03   1.360504E-05   9.451395E-01
   59.6000   1.578844E-02   2.116650E-04   4.676558E+01  -7.246161E-03  -4.486433E-06   9.452723E-01
   59.6500   1.545537E-02   2.085783E-04   4.681285E+01  -5.973051E-03  -9.961642E-05   9.454051E-01
   59.7000   1.519209E-02   2.053484E-04   4.686012E+01  -4.521434E-03  -3.556773E-06   9.455381E-01
   59.7500   1.501884E-02   2.073578E-04   4.690740E+01  -2.169891E-03   4.780046E-05   9.456702E-01
   59.8000   1.498824E-02   2.074807E-04   4.695469E+01   8.783441E-04  -4.003674E-05   9.457978E-01
   59.8500   1.508836E-02   2.059329E-04   4.700198E+01   2.921807E-03   6.900586E-06   9.459206E-01
   59.9000   1.526772E-02   2.086768E-04   4.704928E+01   4.224882E-03   8.027579E-05   9.460407E-01
   59.9500   1.550917E-02   2.110913E-04   4.709658E+01   5.337125E-03   2.272787E-06   9.461582E-01
   60.0000   1.578168E-02   2.101437E-04   4.714389E+01   5.320262E-03  -1.181759E-05   9.462759E-01
   60.0500   1.602127E-02   2.116901E-04   4.719121E+01   4.171850E-03   6.774640E-05   9.463958E-01
   60.1000   1.619836E-02   2.144909E-04   4.723853E+01   2.911384E-03   1.976125E-05   9.465158E-01
   60.1500   1.630441E-02   2.134863E-04   4.728586E+01   1.171712E-03  -3.857067E-05   9.466348E-01
   60.2000   1.630278E-02   2.129047E-04   4.733320E+01  -1.253064E-03   2.221410E-05   9.467538E-01
   60.2500   1.618929E-02   2.142751E-04   4.738054E+01  -3.118432E-03   7.849340E-06   9.468729E-01
   60.3000   1.600454E-02   2.125841E-04   4.742789E+01  -4.206752E-03  -6.482583E-05   9.469920E-01
   60.3500   1.577207E-02   2.100335E-04   4.747524E+01  -5.016824E-03  -1.935410E-05   9.471124E-01
   60.4000   1.551993E-02   2.103299E-04   4.752260E+01  -4.824609E-03   1.055575E-05   9.472344E-01
   60.4500   1.531114E-02   2.093841E-04   4.756996E+01  -3.404314E-03  -4.889951E-05   9.473570E-01
   60.5000   1.517855E-02   2.072935E-04   4.761733E+01  -1.976719E-03  -1.152863E-05   9.474771E-01
   60.5500   1.511488E-02   2.085102E-04   4.766471E+01  -4.565897E-04   4.091615E-05   9.475943E-01
   60.6000   1.514490E-02   2.091789E-04   4.771209E+01   1.708222E-03  -2.240626E-05   9.477125E-01
   60.6500   1.527643E-02   2.077800E-04   4.775948E+01   3.371306E-03  -6.859482E-06   9.478326E-01
   60.7000   1.546922E-02   2.096119E-04   4.780687E+01   4.307168E-03   6.737980E-05   9.479538E-01
   60.7500   1.570871E-02   2.120274E-04   4.785428E+01   5.257500E-03   1.030778E-05   9.480774E-01
   60.8000   1.598191E-02   2.112436E-04   4.790168E+01   5.452795E-03  -1.624770E-05   9.482047E-01
   60.8500   1.622974E-02   2.125780E-04   4.794910E+01   4.271167E-03   7.123219E-05   9.483321E-01
   60.9000   1.640692E-02   2.158746E-04   4.799652E+01   2.883241E-03   2.766010E-05   9.484579E-01
   60.9500   1.651628E-02   2.145687E-04   4.804394E+01   1.367838E-03  -5.733776E-05   9.485862E-01
   61.0000   1.653164E-02   2.131660E-04   4.809137E+01  -7.660163E-04   1.639339E-05   9.487191E-01
   61.0500   1.644878E-02   2.150841E-04   4.813881E+01  -2.398651E-03   3.193031E-05   9.488537E-01
   61.1000   1.630288E-02   2.144380E-04   4.818626E+01  -3.432748E-03  -5.335539E-05   9.489841E-01
   61.1500   1.610418E-02   2.118005E-04   4.823371E+01  -4.476453E-03  -3.106531E-05   9.491123E-01
