time	WindVelX
1644.0	12.622
1645.0	12.134
1646.0	11.755
1647.0	11.613
1648.0	9.743
1649.0	10.309
1650.0	10.415
1651.0	9.748
1652.0	9.401
1653.0	9.934
1654.0	11.005
1655.0	10.982
1656.0	10.356
1657.0	10.839
1658.0	11.748
1659.0	11.954
1660.0	11.553
1661.0	11.796
1662.0	11.321
1663.0	9.746
1664.0	10.693
1665.0	10.314
1666.0	9.282
1667.0	8.981
1668.0	10.853
1669.0	9.594
1670.0	9.645
1671.0	11.281
1672.0	11.404
1673.0	10.945
1674.0	10.645
1675.0	10.382
1676.0	8.769
1677.0	9.428
1678.0	9.781
1679.0	10.232
1680.0	9.788
1681.0	11.03
1682.0	11.282
1683.0	11.472
1684.0	11.39
1685.0	10.202
1686.0	10.87
1687.0	10.793
1688.0	11.462
1689.0	12.264
1690.0	12.697
1691.0	13.137
1692.0	13.973
1693.0	14.334
1694.0	13.317
1695.0	13.072
1696.0	12.247
1697.0	11.44
1698.0	11.776
1699.0	12.486
1700.0	12.065
1701.0	12.467
1702.0	11.958
1703.0	10.697
1704.0	11.177
1705.0	10.871
1706.0	11.462
1707.0	12.943
1708.0	14.097
1709.0	12.964
1710.0	12.952
1711.0	12.855
1712.0	12.808
1713.0	12.098
1714.0	11.242
1715.0	9.872
1716.0	9.14
1717.0	8.16
1718.0	8.497
1719.0	8.873
1720.0	9.759
1721.0	7.244
1722.0	7.875
1723.0	6.364
1724.0	6.595
1725.0	8.189
1726.0	8.009
1727.0	7.4
1728.0	8.844
1729.0	9.418
1730.0	8.768
1731.0	8.782
1732.0	9.367
1733.0	10.684
1734.0	10.821
1735.0	9.568
1736.0	9.931
1737.0	10.444
1738.0	11.13
1739.0	10.806
1740.0	9.838
1741.0	8.452
1742.0	8.3
1743.0	9.761
1744.0	8.647
1745.0	8.835
1746.0	8.357
1747.0	7.358
1748.0	6.775
1749.0	7.756
1750.0	8.49
1751.0	8.647
1752.0	8.366
1753.0	7.233
1754.0	7.672
1755.0	7.595
1756.0	8.496
1757.0	7.737
1758.0	6.908
1759.0	6.992
1760.0	6.828
1761.0	6.729
1762.0	7.318
1763.0	8.982
1764.0	9.536
1765.0	9.506
1766.0	10.248
1767.0	9.029
1768.0	8.8
1769.0	8.088
1770.0	8.295
1771.0	8.625
1772.0	9.457
1773.0	9.767
1774.0	8.646
1775.0	8.005
1776.0	8.847
1777.0	9.433
1778.0	9.405
1779.0	10.737
1780.0	10.571
1781.0	9.449
1782.0	10.539
1783.0	9.714
1784.0	9.635
1785.0	8.985
1786.0	9.441
1787.0	8.879
1788.0	8.705
1789.0	8.381
1790.0	9.008
1791.0	8.852
1792.0	8.375
1793.0	8.711
1794.0	8.736
1795.0	9.518
1796.0	9.356
1797.0	8.387
1798.0	8.818
1799.0	8.172
1800.0	13.417
1801.0	13.989
1802.0	12.521
1803.0	11.913
1804.0	12.037
1805.0	13.312
1806.0	11.998
1807.0	11.897
1808.0	12.059
1809.0	11.518
1810.0	11.597
1811.0	12.377
1812.0	12.868
1813.0	12.462
1814.0	13.27
1815.0	11.216
1816.0	8.966
1817.0	7.653
1818.0	8.779
1819.0	7.91
1820.0	9.704
1821.0	9.413
1822.0	10.504
1823.0	10.246
1824.0	9.088
1825.0	10.26
1826.0	10.923
1827.0	11.577
1828.0	12.789
1829.0	13.075
1830.0	12.046
1831.0	11.725
1832.0	12.807
1833.0	12.008
1834.0	11.683
1835.0	10.772
1836.0	9.276
1837.0	10.685
1838.0	10.355
1839.0	11.311
1840.0	11.986
1841.0	12.552
1842.0	11.721
1843.0	11.602
1844.0	10.42
1845.0	9.896
1846.0	9.579
1847.0	10.595
1848.0	10.34
1849.0	10.242
1850.0	9.547
1851.0	8.356
1852.0	8.57
1853.0	7.411
1854.0	7.475
1855.0	7.76
1856.0	7.471
1857.0	7.957
1858.0	7.734
1859.0	7.253
1860.0	7.154
1861.0	7.664
1862.0	8.414
1863.0	7.993
1864.0	8.787
1865.0	9.996
1866.0	9.639
1867.0	10.102
1868.0	9.902
1869.0	9.71
1870.0	9.004
1871.0	7.974
1872.0	7.952
1873.0	7.925
1874.0	7.556
1875.0	7.496
1876.0	6.69
1877.0	5.256
1878.0	5.512
1879.0	7.486
1880.0	7.697
1881.0	8.531
1882.0	9.128
1883.0	10.148
1884.0	10.199
1885.0	10.474
1886.0	11.514
1887.0	9.916
1888.0	8.992
1889.0	9.326
1890.0	9.321
1891.0	9.798
1892.0	10.105
1893.0	10.123
1894.0	10.41
1895.0	11.332
1896.0	8.709
1897.0	8.856
1898.0	8.548
1899.0	7.5
1900.0	5.768
1901.0	6.273
1902.0	7.264
1903.0	6.37
1904.0	6.385
1905.0	5.518
1906.0	6.244
1907.0	6.816
1908.0	5.986
1909.0	6.976
1910.0	5.7
1911.0	6.207
1912.0	7.495
1913.0	7.726
1914.0	7.201
1915.0	6.773
1916.0	6.343
1917.0	6.448
1918.0	5.425
1919.0	7.037
1920.0	7.397
1921.0	7.313
1922.0	7.409
1923.0	6.639
1924.0	6.648
1925.0	8.493
1926.0	8.482
1927.0	6.529
1928.0	5.798
1929.0	5.495
1930.0	5.164
1931.0	5.201
1932.0	6.845
1933.0	6.667
1934.0	8.042
1935.0	7.628
1936.0	8.288
1937.0	8.961
1938.0	9.931
1939.0	8.479
1940.0	7.297
1941.0	6.785
1942.0	7.773
1943.0	8.026
1944.0	7.192
1945.0	8.322
1946.0	8.731
1947.0	8.889
1948.0	9.907
1949.0	8.234
1950.0	9.161
1951.0	9.929
1952.0	9.967
1953.0	13.132
1954.0	11.705
1955.0	12.52
1956.0	12.388
1957.0	11.858
1958.0	11.505
1959.0	9.869
1960.0	10.7
1961.0	9.452
1962.0	9.617
1963.0	9.559
1964.0	8.851
1965.0	8.21
1966.0	9.324
1967.0	10.399
1968.0	11.316
1969.0	10.308
1970.0	9.317
1971.0	9.979
1972.0	10.479
1973.0	9.122
1974.0	10.744
1975.0	10.468
1976.0	9.864
1977.0	10.847
1978.0	12.381
1979.0	11.669
1980.0	11.0
1981.0	9.588
1982.0	10.021
1983.0	10.417
1984.0	9.16
1985.0	9.011
1986.0	9.337
1987.0	9.759
1988.0	8.179
1989.0	7.426
1990.0	8.83
1991.0	8.745
1992.0	8.532
1993.0	7.194
1994.0	6.117
1995.0	6.544
1996.0	7.565
1997.0	6.388
1998.0	6.576
1999.0	7.575
2000.0	7.25
2001.0	7.341
2002.0	8.185
2003.0	8.245
2004.0	7.798
2005.0	7.981
2006.0	8.795
2007.0	10.146
2008.0	9.44
2009.0	8.056
2010.0	7.891
2011.0	9.726
2012.0	9.518
2013.0	9.314
2014.0	9.927
2015.0	10.156
2016.0	11.198
2017.0	11.733
2018.0	11.233
2019.0	11.672
2020.0	10.88
2021.0	12.007
2022.0	11.705
2023.0	11.868
2024.0	11.917
2025.0	11.665
2026.0	11.954
2027.0	12.503
2028.0	12.672
2029.0	13.463
2030.0	13.618
2031.0	12.634
2032.0	12.069
2033.0	12.444
2034.0	13.309
2035.0	11.326
2036.0	10.903
2037.0	9.558
2038.0	9.028
2039.0	11.004
2040.0	11.584
2041.0	11.878
2042.0	12.586
2043.0	12.713
2044.0	11.467
2045.0	10.663
2046.0	9.09
2047.0	10.372
2048.0	11.17
2049.0	10.883
2050.0	10.794
2051.0	8.749
2052.0	8.319
2053.0	9.257
2054.0	8.933
2055.0	8.7
2056.0	10.568
2057.0	10.838
2058.0	10.226
2059.0	10.429
2060.0	10.284
2061.0	10.357
2062.0	10.762
2063.0	10.761
2064.0	11.69
2065.0	10.239
2066.0	8.625
2067.0	9.956
2068.0	10.342
2069.0	10.139
2070.0	9.99
2071.0	9.269
2072.0	8.187
2073.0	8.748
2074.0	9.694
2075.0	9.304
2076.0	8.179
2077.0	9.472
2078.0	9.849
2079.0	8.885
2080.0	10.955
2081.0	10.779
2082.0	9.599
2083.0	9.769
2084.0	9.282
2085.0	9.028
2086.0	7.687
2087.0	9.35
2088.0	8.443
2089.0	9.708
2090.0	9.529
2091.0	9.281
2092.0	9.611
2093.0	9.336
2094.0	9.45
2095.0	10.085
2096.0	9.439
2097.0	9.228
2098.0	9.133
2099.0	8.5
2100.0	7.477
2101.0	7.636
2102.0	9.927
2103.0	9.985
2104.0	10.008
2105.0	10.135
2106.0	10.509
2107.0	9.119
2108.0	8.374
2109.0	8.613
2110.0	7.697
2111.0	6.797
2112.0	6.523
2113.0	6.29
2114.0	5.888
2115.0	7.109
2116.0	8.337
2117.0	7.525
2118.0	10.026
2119.0	10.753
2120.0	9.266
2121.0	8.42
2122.0	10.927
2123.0	11.04
2124.0	10.973
2125.0	11.006
2126.0	11.703
2127.0	11.628
2128.0	12.794
2129.0	12.2
2130.0	12.162
2131.0	12.871
2132.0	12.796
2133.0	12.625
2134.0	12.17
2135.0	12.147
2136.0	11.058
2137.0	11.873
2138.0	10.908
2139.0	11.379
2140.0	12.209
2141.0	11.585
2142.0	11.868
2143.0	10.78
2144.0	11.084
2145.0	10.805
2146.0	9.44
2147.0	10.12
2148.0	10.2
2149.0	9.423
2150.0	10.333
2151.0	11.158
2152.0	9.894
2153.0	9.178
2154.0	7.01
2155.0	6.683
2156.0	7.841
2157.0	7.855
2158.0	8.537
2159.0	8.041
2160.0	8.245
2161.0	7.903
2162.0	8.636
2163.0	7.887
2164.0	7.661
2165.0	7.265
2166.0	8.194
2167.0	9.065
2168.0	8.194
2169.0	8.072
2170.0	8.752
2171.0	10.404
2172.0	10.148
2173.0	10.152
2174.0	9.475
2175.0	9.186
2176.0	9.869
2177.0	10.606
2178.0	9.781
2179.0	9.554
2180.0	8.862
2181.0	9.564
2182.0	10.82
2183.0	10.397
2184.0	9.286
2185.0	8.852
2186.0	9.153
2187.0	9.381
2188.0	8.69
2189.0	7.727
2190.0	7.671
2191.0	6.146
2192.0	6.831
2193.0	8.785
2194.0	9.773
2195.0	11.442
2196.0	11.906
2197.0	10.946
2198.0	9.961
2199.0	9.024
2200.0	8.698
2201.0	7.908
2202.0	8.556
2203.0	9.679
2204.0	10.166
2205.0	8.575
2206.0	8.433
2207.0	8.382
2208.0	8.892
2209.0	9.862
2210.0	10.315
2211.0	8.701
2212.0	9.799
2213.0	9.106
2214.0	9.877
2215.0	10.169
2216.0	10.69
2217.0	10.09
2218.0	11.229
2219.0	10.418
2220.0	10.601
2221.0	11.006
2222.0	11.207
2223.0	10.349
2224.0	9.861
2225.0	9.668
2226.0	10.936
2227.0	11.999
2228.0	12.586
2229.0	10.642
2230.0	10.458
2231.0	12.187
2232.0	11.985
2233.0	12.49
2234.0	11.375
2235.0	11.26
2236.0	10.046
2237.0	9.329
2238.0	10.356
2239.0	11.493
2240.0	12.062
2241.0	10.113
2242.0	10.378
2243.0	11.5
2244.0	11.125
2245.0	11.406
2246.0	10.956
2247.0	11.786
2248.0	12.036
2249.0	12.979
2250.0	12.562
2251.0	13.028
2252.0	13.639
2253.0	13.573
2254.0	13.421
2255.0	13.197
2256.0	13.359
2257.0	12.947
2258.0	13.298
2259.0	11.941
2260.0	11.013
2261.0	11.725
2262.0	13.227
2263.0	12.236
2264.0	12.432
2265.0	13.431
2266.0	14.992
2267.0	13.729
2268.0	13.336
2269.0	13.668
2270.0	12.836
2271.0	13.514
2272.0	12.348
2273.0	12.607
2274.0	12.33
2275.0	13.048
2276.0	11.053
2277.0	11.04
2278.0	11.688
2279.0	11.436
2280.0	11.772
2281.0	12.242
2282.0	12.126
2283.0	11.389
2284.0	10.986
2285.0	11.761
2286.0	11.663
2287.0	10.173
2288.0	10.352
2289.0	11.084
2290.0	11.573
2291.0	11.387
2292.0	10.889
2293.0	11.009
2294.0	10.896
2295.0	12.358
2296.0	12.162
2297.0	11.944
2298.0	12.568
2299.0	12.873
2300.0	12.507
2301.0	12.139
2302.0	12.356
2303.0	13.288
2304.0	13.09
2305.0	12.766
2306.0	11.716
2307.0	11.764
2308.0	11.126
2309.0	9.393
2310.0	8.332
2311.0	9.229
2312.0	7.768
2313.0	7.928
2314.0	8.537
2315.0	8.064
2316.0	8.287
2317.0	6.72
2318.0	6.677
2319.0	5.387
2320.0	3.98
2321.0	6.747
2322.0	8.017
2323.0	8.035
2324.0	8.346
2325.0	9.641
2326.0	9.44
2327.0	9.853
2328.0	10.055
2329.0	10.96
2330.0	11.436
2331.0	10.301
2332.0	10.583
2333.0	11.008
2334.0	11.04
2335.0	10.119
2336.0	10.456
2337.0	10.113
2338.0	9.903
2339.0	9.316
2340.0	10.241
2341.0	10.106
2342.0	8.983
2343.0	9.524
2344.0	9.433
2345.0	11.421
2346.0	11.581
2347.0	11.763
2348.0	13.347
2349.0	13.031
2350.0	11.894
2351.0	12.163
2352.0	11.927
2353.0	13.055
2354.0	12.849
2355.0	12.325
2356.0	10.813
2357.0	11.104
2358.0	9.706
2359.0	9.734
2360.0	10.41
2361.0	11.236
2362.0	12.641
2363.0	13.794
2364.0	14.09
2365.0	14.276
2366.0	12.693
2367.0	12.156
2368.0	12.472
2369.0	11.773
2370.0	12.276
2371.0	13.417
2372.0	12.272
2373.0	13.188
2374.0	12.221
2375.0	12.839
2376.0	12.392
2377.0	11.975
2378.0	12.11
2379.0	12.124
2380.0	12.069
2381.0	12.275
2382.0	12.454
2383.0	12.985
2384.0	13.03
2385.0	13.231
2386.0	11.403
2387.0	9.952
2388.0	10.626
2389.0	11.452
2390.0	12.065
2391.0	12.731
2392.0	11.677
2393.0	11.55
2394.0	12.404
2395.0	12.636
2396.0	14.622
2397.0	13.318
2398.0	11.942
2399.0	12.532
2400.0	12.316
2401.0	13.369
2402.0	13.745
2403.0	12.491
2404.0	12.089
2405.0	11.963
2406.0	11.889
2407.0	12.213
2408.0	11.973
2409.0	11.97
2410.0	11.844
2411.0	11.354
2412.0	11.799
2413.0	10.598
2414.0	9.942
2415.0	9.192
2416.0	9.397
2417.0	9.327
2418.0	9.472
2419.0	10.051
2420.0	11.02
2421.0	10.758
2422.0	11.095
2423.0	10.531
2424.0	10.731
2425.0	11.092
2426.0	11.629
2427.0	11.188
2428.0	10.402
2429.0	10.096
2430.0	10.733
2431.0	11.152
2432.0	9.937
2433.0	9.626
2434.0	9.94
2435.0	11.089
2436.0	11.595
2437.0	11.52
2438.0	12.393
2439.0	13.592
2440.0	14.109
2441.0	13.515
2442.0	12.851
2443.0	12.231
2444.0	10.722
2445.0	11.237
2446.0	11.061
2447.0	9.198
2448.0	9.641
2449.0	9.863
2450.0	10.069
2451.0	9.704
2452.0	9.499
2453.0	9.686
2454.0	10.669
2455.0	11.659
2456.0	11.636
2457.0	11.014
2458.0	11.726
2459.0	11.32
2460.0	11.68
2461.0	12.554
2462.0	12.298
2463.0	12.189
2464.0	11.17
2465.0	12.637
2466.0	12.673
2467.0	11.975
2468.0	11.37
2469.0	11.362
2470.0	11.005
2471.0	10.376
2472.0	11.605
2473.0	12.485
2474.0	11.353
2475.0	11.32
2476.0	13.101
2477.0	14.792
2478.0	14.154
2479.0	12.644
2480.0	14.402
2481.0	13.752
2482.0	13.159
2483.0	14.26
2484.0	14.515
2485.0	14.355
2486.0	14.546
2487.0	14.289
2488.0	14.413
2489.0	14.144
2490.0	14.28
2491.0	12.916
2492.0	14.021
2493.0	13.554
2494.0	14.188
2495.0	14.52
2496.0	14.447
2497.0	14.516
2498.0	13.797
2499.0	12.891
2500.0	12.553
2501.0	12.198
2502.0	12.56
2503.0	12.358
2504.0	10.945
2505.0	11.407
2506.0	11.674
2507.0	12.224
2508.0	10.703
2509.0	11.122
2510.0	9.64
2511.0	8.758
2512.0	9.379
2513.0	9.309
2514.0	9.236
2515.0	9.832
2516.0	9.469
2517.0	9.53
2518.0	9.963
2519.0	11.028
2520.0	11.675
2521.0	12.285
2522.0	11.427
2523.0	11.587
2524.0	10.555
2525.0	10.151
2526.0	10.552
2527.0	10.792
2528.0	11.636
2529.0	11.744
2530.0	11.81
2531.0	10.375
2532.0	9.366
2533.0	10.538
2534.0	9.697
2535.0	8.791
2536.0	9.974
2537.0	9.71
2538.0	10.177
2539.0	11.122
2540.0	10.445
2541.0	10.745
2542.0	11.55
2543.0	11.23
2544.0	11.431
2545.0	11.931
2546.0	12.903
2547.0	13.635
2548.0	13.841
2549.0	13.598
2550.0	14.463
2551.0	14.0
2552.0	13.658
2553.0	13.985
2554.0	13.6
2555.0	11.413
2556.0	11.693
2557.0	12.081
2558.0	10.659
2559.0	11.425
2560.0	11.089
2561.0	10.542
2562.0	9.23
2563.0	8.833
2564.0	8.84
2565.0	8.336
2566.0	8.258
2567.0	9.205
2568.0	8.625
2569.0	9.177
2570.0	9.92
2571.0	10.321
2572.0	10.662
2573.0	10.29
2574.0	9.468
2575.0	10.518
2576.0	9.176
2577.0	8.612
2578.0	9.318
2579.0	8.112
2580.0	8.268
2581.0	9.683
2582.0	9.578
2583.0	9.322
2584.0	9.307
2585.0	9.619
2586.0	9.634
2587.0	9.903
2588.0	9.756
2589.0	9.892
2590.0	9.828
2591.0	9.455
2592.0	10.645
2593.0	10.719
2594.0	11.306
2595.0	9.925
2596.0	9.662
2597.0	10.039
2598.0	9.836
2599.0	10.206
2600.0	10.563
2601.0	11.132
2602.0	11.191
2603.0	11.39
2604.0	10.999
2605.0	10.534
2606.0	10.776
2607.0	9.295
2608.0	10.076
2609.0	9.36
2610.0	9.612
2611.0	8.518
2612.0	8.435
2613.0	8.434
2614.0	8.694
2615.0	8.578
2616.0	8.809
2617.0	8.288
2618.0	7.837
2619.0	8.459
2620.0	8.506
2621.0	9.024
2622.0	8.715
2623.0	9.976
2624.0	10.94
2625.0	9.772
2626.0	9.759
2627.0	8.726
2628.0	9.112
2629.0	8.962
2630.0	9.992
2631.0	10.442
2632.0	9.654
2633.0	7.893
2634.0	8.206
2635.0	7.807
2636.0	8.942
2637.0	9.775
2638.0	8.176
2639.0	8.862
2640.0	9.093
2641.0	8.15
2642.0	8.502
2643.0	7.062
2644.0	6.301
2645.0	6.733
2646.0	7.748
2647.0	7.212
2648.0	8.253
2649.0	9.014
2650.0	8.439
2651.0	9.504
2652.0	10.197
2653.0	10.77
2654.0	9.002
2655.0	7.841
2656.0	7.601
2657.0	7.718
2658.0	8.638
2659.0	8.673
2660.0	9.078
2661.0	8.239
2662.0	7.766
2663.0	8.033
2664.0	7.878
2665.0	8.99
2666.0	11.201
2667.0	10.226
2668.0	10.213
2669.0	9.611
2670.0	8.99
2671.0	9.574
2672.0	9.516
2673.0	10.011
2674.0	10.478
2675.0	10.462
2676.0	9.358
2677.0	8.927
2678.0	8.929
2679.0	10.616
2680.0	10.369
2681.0	11.471
2682.0	11.214
2683.0	11.394
2684.0	11.837
2685.0	12.53
2686.0	12.062
2687.0	10.307
2688.0	10.11
2689.0	9.483
2690.0	10.163
2691.0	12.235
2692.0	12.713
2693.0	12.244
2694.0	11.757
2695.0	11.895
2696.0	12.469
2697.0	11.608
2698.0	11.848
2699.0	12.87
2700.0	13.424
2701.0	12.785
2702.0	11.356
2703.0	11.18
2704.0	11.527
2705.0	11.685
2706.0	11.512
2707.0	11.823
2708.0	12.13
2709.0	12.41
2710.0	12.631
2711.0	11.254
2712.0	10.862
2713.0	10.79
2714.0	12.31
2715.0	11.247
2716.0	12.315
2717.0	11.652
2718.0	12.065
2719.0	11.919
2720.0	13.309
2721.0	12.789
2722.0	12.138
2723.0	12.647
2724.0	11.913
2725.0	11.946
2726.0	12.814
2727.0	13.395
2728.0	13.338
2729.0	12.738
2730.0	12.585
2731.0	13.071
2732.0	12.286
2733.0	11.869
2734.0	11.605
2735.0	11.378
2736.0	12.394
2737.0	11.28
2738.0	10.046
2739.0	10.333
2740.0	11.266
2741.0	11.884
2742.0	12.472
2743.0	12.033
2744.0	12.639
2745.0	12.941
2746.0	12.258
2747.0	11.907
2748.0	11.212
2749.0	10.31
2750.0	10.728
2751.0	9.778
2752.0	10.243
2753.0	10.436
2754.0	10.663
2755.0	11.111
2756.0	10.911
2757.0	10.557
2758.0	11.385
2759.0	12.611
2760.0	11.456
2761.0	11.343
2762.0	11.704
2763.0	11.673
2764.0	13.113
2765.0	13.737
2766.0	13.274
2767.0	12.043
2768.0	12.683
2769.0	12.443
2770.0	12.479
2771.0	12.285
2772.0	11.848
2773.0	12.89
2774.0	11.845
2775.0	10.354
2776.0	9.897
2777.0	8.947
2778.0	8.916
2779.0	8.603
2780.0	8.472
2781.0	9.713
2782.0	10.689
2783.0	10.746
2784.0	9.738
2785.0	9.903
2786.0	10.148
2787.0	8.85
2788.0	9.344
2789.0	8.855
2790.0	8.734
2791.0	8.321
2792.0	8.999
2793.0	8.88
2794.0	9.912
2795.0	10.365
2796.0	10.243
2797.0	10.596
2798.0	10.432
2799.0	10.173
2800.0	10.796
2801.0	11.274
2802.0	11.947
2803.0	11.628
2804.0	12.05
2805.0	13.091
2806.0	12.616
2807.0	12.348
2808.0	12.313
2809.0	11.446
2810.0	11.289
2811.0	10.671
2812.0	10.795
2813.0	11.212
2814.0	11.275
2815.0	11.57
2816.0	12.595
2817.0	12.675
2818.0	11.651
2819.0	11.604
2820.0	11.763
2821.0	11.653
2822.0	11.004
2823.0	11.102
2824.0	11.316
2825.0	10.555
2826.0	10.258
2827.0	11.246
2828.0	11.167
2829.0	11.003
2830.0	11.003
2831.0	12.021
2832.0	12.225
2833.0	12.972
2834.0	13.401
2835.0	11.963
2836.0	12.315
2837.0	10.344
2838.0	10.609
2839.0	11.432
2840.0	12.564
2841.0	14.544
2842.0	13.553
2843.0	13.309
2844.0	12.713
2845.0	13.261
2846.0	12.28
2847.0	12.607
2848.0	12.602
2849.0	11.853
2850.0	11.026
2851.0	12.1
2852.0	13.183
2853.0	12.982
2854.0	13.019
2855.0	13.055
2856.0	12.657
2857.0	13.859
2858.0	13.523
2859.0	12.121
2860.0	11.651
2861.0	11.649
2862.0	11.035
2863.0	10.716
2864.0	11.673
2865.0	10.837
2866.0	11.371
2867.0	12.048
2868.0	11.923
2869.0	11.285
2870.0	11.742
2871.0	12.497
2872.0	11.844
2873.0	12.121
2874.0	12.383
2875.0	11.704
2876.0	11.427
2877.0	10.674
2878.0	11.454
2879.0	12.16
2880.0	12.416
2881.0	11.961
2882.0	13.136
2883.0	13.112
2884.0	12.04
2885.0	11.556
2886.0	11.864
2887.0	13.381
2888.0	13.533
2889.0	12.475
2890.0	11.943
2891.0	13.462
2892.0	12.857
2893.0	12.2
2894.0	12.056
2895.0	12.535
2896.0	13.727
2897.0	13.356
2898.0	14.131
2899.0	14.328
2900.0	15.193
2901.0	14.635
2902.0	13.589
2903.0	13.74
2904.0	13.033
2905.0	12.618
2906.0	11.768
2907.0	11.369
2908.0	11.126
2909.0	11.297
2910.0	11.869
2911.0	11.977
2912.0	11.65
2913.0	11.756
2914.0	10.859
2915.0	11.259
2916.0	11.618
2917.0	11.441
2918.0	10.856
2919.0	11.339
2920.0	11.967
2921.0	10.828
2922.0	10.531
2923.0	10.898
2924.0	9.903
2925.0	9.848
2926.0	9.723
2927.0	9.992
2928.0	10.07
2929.0	9.552
2930.0	8.93
2931.0	10.46
2932.0	10.242
2933.0	10.385
2934.0	9.323
2935.0	10.048
2936.0	11.717
2937.0	12.236
2938.0	10.986
2939.0	10.754
2940.0	9.735
2941.0	10.213
2942.0	10.05
2943.0	10.842
2944.0	11.155
2945.0	9.821
2946.0	9.675
2947.0	9.319
2948.0	9.468
2949.0	9.257
2950.0	9.628
2951.0	9.25
2952.0	9.363
2953.0	9.719
2954.0	10.246
2955.0	9.225
2956.0	8.711
2957.0	10.443
2958.0	10.87
2959.0	11.351
2960.0	11.162
2961.0	11.206
2962.0	11.433
2963.0	11.668
2964.0	11.772
2965.0	11.446
2966.0	12.076
2967.0	12.177
2968.0	12.468
2969.0	14.223
2970.0	12.371
2971.0	12.974
2972.0	13.172
2973.0	13.365
2974.0	12.644
2975.0	12.301
2976.0	12.565
2977.0	13.003
2978.0	11.474
2979.0	11.404
2980.0	11.181
2981.0	11.161
2982.0	12.855
2983.0	13.011
2984.0	12.609
2985.0	11.841
2986.0	10.794
2987.0	10.763
2988.0	12.114
2989.0	12.407
2990.0	13.037
2991.0	12.447
2992.0	13.464
2993.0	12.79
2994.0	12.847
2995.0	12.811
2996.0	12.474
2997.0	12.585
2998.0	13.003
2999.0	12.335
3000.0	10.199
3001.0	11.274
3002.0	10.333
3003.0	9.82
3004.0	9.844
3005.0	9.887
3006.0	10.285
3007.0	10.388
3008.0	9.157
3009.0	10.418
3010.0	11.878
3011.0	10.367
3012.0	11.414
3013.0	11.677
3014.0	10.984
3015.0	11.37
3016.0	12.405
3017.0	12.791
3018.0	11.783
3019.0	11.605
3020.0	9.489
3021.0	10.815
3022.0	11.21
3023.0	10.449
3024.0	10.05
3025.0	9.99
3026.0	8.607
3027.0	9.085
3028.0	9.221
3029.0	10.962
3030.0	12.586
3031.0	11.054
3032.0	9.992
3033.0	10.791
3034.0	12.18
3035.0	12.145
3036.0	12.098
3037.0	13.46
3038.0	12.98
3039.0	12.918
3040.0	11.992
3041.0	13.408
3042.0	13.504
3043.0	12.888
3044.0	12.193
3045.0	12.413
3046.0	13.019
3047.0	12.659
3048.0	12.57
3049.0	12.221
3050.0	11.657
3051.0	11.202
3052.0	10.342
3053.0	10.3
3054.0	9.934
3055.0	12.771
3056.0	13.26
3057.0	12.388
3058.0	14.34
3059.0	14.088
3060.0	15.301
3061.0	15.096
3062.0	14.542
3063.0	14.292
3064.0	14.205
3065.0	12.972
3066.0	13.521
3067.0	11.814
3068.0	12.909
3069.0	11.723
3070.0	11.511
3071.0	12.681
3072.0	12.06
3073.0	11.413
3074.0	11.365
3075.0	9.84
3076.0	10.636
3077.0	10.399
3078.0	9.848
3079.0	9.587
3080.0	9.621
3081.0	9.485
3082.0	11.013
3083.0	11.062
3084.0	13.176
3085.0	13.967
3086.0	12.843
3087.0	11.503
3088.0	11.578
3089.0	10.74
3090.0	9.849
3091.0	10.779
3092.0	11.564
3093.0	9.733
3094.0	9.827
3095.0	11.633
3096.0	11.247
3097.0	10.681
3098.0	10.94
3099.0	12.052
3100.0	11.724
3101.0	10.804
3102.0	10.579
3103.0	7.983
3104.0	8.943
3105.0	8.615
3106.0	9.147
3107.0	8.205
3108.0	7.694
3109.0	8.331
3110.0	8.18
3111.0	10.765
3112.0	10.94
3113.0	11.094
3114.0	10.941
3115.0	10.465
3116.0	9.596
3117.0	9.174
3118.0	10.751
3119.0	10.7
3120.0	10.414
3121.0	10.733
3122.0	11.144
3123.0	11.555
3124.0	11.51
3125.0	10.051
3126.0	9.861
3127.0	9.72
3128.0	9.604
3129.0	8.36
3130.0	8.162
3131.0	8.972
3132.0	8.43
3133.0	7.411
3134.0	6.819
3135.0	7.6
3136.0	8.386
3137.0	8.205
3138.0	8.195
3139.0	8.485
3140.0	8.676
3141.0	8.514
3142.0	7.374
3143.0	6.964
3144.0	7.218
3145.0	8.561
3146.0	8.845
3147.0	8.635
3148.0	9.06
3149.0	9.55
3150.0	9.27
3151.0	9.699
3152.0	7.735
3153.0	8.555
3154.0	8.973
3155.0	11.173
3156.0	10.741
3157.0	10.293
3158.0	10.703
3159.0	10.872
3160.0	12.103
3161.0	11.468
3162.0	12.086
3163.0	12.828
3164.0	11.962
3165.0	11.924
3166.0	12.486
3167.0	13.11
3168.0	13.155
3169.0	13.415
3170.0	14.73
3171.0	14.064
3172.0	12.352
3173.0	11.814
3174.0	11.611
3175.0	12.951
3176.0	13.489
3177.0	13.492
3178.0	14.269
3179.0	15.408
3180.0	12.324
3181.0	11.383
3182.0	11.292
3183.0	12.741
3184.0	12.611
3185.0	14.687
3186.0	13.795
3187.0	13.3
3188.0	13.4
3189.0	12.163
3190.0	13.139
3191.0	12.701
3192.0	12.988
3193.0	12.038
3194.0	12.035
3195.0	11.825
3196.0	10.887
3197.0	11.432
