Time	RotTorq	YawBrFxp	YawBrFyp
135.8	525000.0	214400.0	-6130.0
135.85	522500.0	214300.0	-4123.0
135.9	521000.0	212100.0	-1701.0
135.95	520799.99999999994	209400.0	786.3
136.0	521200.00000000006	207800.0	2939.0
136.05	521400.0	207700.0	4664.0
136.1	521299.99999999994	207700.0	6192.0
136.15	520799.99999999994	206200.0	7872.0
136.2	519799.99999999994	202400.0	9847.0
136.25	518799.99999999994	196900.0	11960.0
136.3	518000.0	191500.0	13850.0
136.35	517600.0	187600.0	15240.0
136.4	517600.0	185300.0	16129.999999999998
136.45	518000.0	183400.0	16770.0
136.5	518799.99999999994	180200.0	17470.0
136.55	519799.99999999994	175300.0	18280.0
136.6	520600.0	169300.0	18990.0
136.65	520700.00000000006	163600.0	19270.0
136.7	520400.0	159700.0	19000.0
136.75	520100.0	157300.0	18320.0
136.8	521100.0	155400.0	17580.0
136.85	523700.00000000006	152900.0	16970.0
136.9	528000.0	149700.0	16400.0
136.95	532800.0	146500.0	15550.0
137.0	536400.0	144500.0	14150.0
137.05	537500.0	144100.0	12240.0
137.1	536100.0	144500.0	10160.0
137.15	533600.0	144800.0	8276.0
137.2	531100.0	144300.0	6684.0
137.25	530300.0	143600.0	5146.0
137.3	532200.0	143400.0	3297.0
137.35	536800.0	144400.0	971.0999999999999
137.4	542900.0	146500.0	-1650.0
137.45	548000.0	149100.0	-4178.0
137.5	550100.0	151800.0	-6280.0
137.55	548800.0	154000.0	-7933.0
137.6	544900.0	156100.0	-9424.0
137.65	540100.0	158300.0	-11080.0
137.7	535900.0	161400.0	-13000.0
137.75	534800.0	165500.0	-14930.0
137.8	537400.0	170400.0	-16550.0
137.85	542900.0	175400.0	-17710.0
137.9	548600.0	179900.0	-18540.0
137.95	551500.0	184400.0	-19350.0
138.0	549900.0	189100.0	-20250.0
138.05	544400.0	194000.0	-21120.0
138.1	537300.0	198600.0	-21620.0
138.15	531800.0	202500.0	-21540.0
138.2	530100.0	205700.0	-21000.0
138.25	532900.0	208500.0	-20320.0
138.3	538300.0	211000.0	-19840.0
138.35	543100.0	213100.0	-19660.0
138.4	544900.0	214800.0	-19420.0
138.45	543000.0	215400.0	-18630.0
138.5	538500.0	214600.0	-17050.0
138.55	533200.0	212800.0	-14890.0
138.6	529300.0	210500.0	-12690.0
138.65	528400.0	208400.0	-10930.0
138.7	530700.0	206700.0	-9607.0
138.75	535100.0	205100.0	-8323.0
138.8	539200.0	203000.0	-6585.0
138.85	540900.0	199700.0	-4211.0
138.9	539400.0	195400.0	-1468.0
138.95	535300.0	190900.0	1121.0
139.0	530600.0	186700.0	3223.0
139.05	527700.0	182900.0	4857.0
139.1	527700.0	179000.0	6358.0
139.15	530700.0	174800.0	8087.999999999999
139.2	535400.0	170600.0	10110.0
139.25	539500.0	166700.0	12130.0
139.3	541800.0	163200.0	13770.0
139.35	541600.0	160100.0	14860.0
139.4	539700.0	157200.0	15540.0
139.45	537800.0	154500.0	16160.0
139.5	537400.0	151900.0	16970.0
139.55	539600.0	149900.0	17880.0
139.6	544100.0	148800.0	18540.0
139.65	549800.0	148700.0	18620.0
139.7	554700.0	149000.0	18050.0
139.75	556900.0	148800.0	17130.0
139.8	555700.0	148100.0	16270.0
139.85	551800.0	147500.0	15640.0
139.9	547400.0	147600.0	15110.0
139.95	545100.0	148800.0	14340.0
140.0	546700.0	150700.0	13050.0
140.05	551700.0	153200.0	11230.0
140.1	558200.0	155700.0	9167.0
140.15	563200.0	158400.0	7249.0
140.2	564100.0	161400.0	5629.0
140.25	560500.0	164800.0	4174.0
140.3	554500.0	168400.0	2619.0
140.35	549200.0	171600.0	797.1
140.4	547600.0	174400.0	-1280.0
140.45	550400.0	177600.0	-3425.0
140.5	556100.0	181900.0	-5472.0
140.55	561800.0	187600.0	-7330.0
140.6	564600.0	193800.0	-9044.0
140.65	563300.0	199400.0	-10680.0
140.7	558600.0	203800.0	-12280.0
140.75	552200.0	206600.0	-13850.0
140.8	547300.0	208800.0	-15260.0
140.85	546100.0	211200.0	-16430.0
140.9	549400.0	214400.0	-17390.0
140.95	556100.0	218000.0	-18280.0
141.0	563300.0	221100.0	-19200.0
141.05	567400.0	222800.0	-20080.0
141.1	566400.0	223000.0	-20680.0
141.15	560800.0	222000.0	-20800.0
141.2	553000.0	220600.0	-20460.0
141.25	546400.0	219100.0	-19870.0
141.3	543400.0	217500.0	-19300.0
141.35	546100.0	215200.0	-18820.0
141.4	554000.0	212100.0	-18270.0
141.45	563500.0	208200.0	-17460.0
141.5	570700.0	204200.0	-16239.999999999998
141.55	571500.0	200100.0	-14680.0
141.6	565300.0	196100.0	-12970.0
141.65	554500.0	192300.0	-11260.0
141.7	544200.0	188200.0	-9573.0
141.75	539100.0	183700.0	-7791.0
141.8	541900.0	178700.0	-5827.0
141.85	551200.0	173900.0	-3758.0
141.9	563500.0	169700.0	-1749.0
141.95	574200.0	166300.0	81.77
142.0	578700.0	163600.0	1694.0
142.05	575300.0	161200.0	3201.0
142.1	566400.0	158400.0	4843.0
142.15	557200.0	155300.0	6729.0
142.2	552700.0	152100.0	8690.0
142.25	555400.0	149500.0	10360.0
142.3	564200.0	148000.0	11450.0
142.35	575600.0	147500.0	11970.0
142.4	584600.0	147500.0	12270.0
142.45	588000.0	147500.0	12730.0
142.5	584800.0	147400.0	13550.0
142.55	577400.0	147700.0	14570.0
142.6	569300.0	148500.0	15330.0
142.65	564300.0	149900.0	15500.0
142.7	564700.0	152100.0	15090.0
142.75	570700.0	154900.0	14450.0
142.8	579600.0	158200.0	13910.0
142.85	587100.0	161900.0	13580.0
142.9	590000.0	166300.0	13280.0
142.95	587600.0	171100.0	12740.0
143.0	581100.0	175800.0	11790.0
143.05	573500.0	180100.0	10490.0
143.1	568300.0	184000.0	9111.0
143.15	568100.0	188000.0	7851.0
143.2	572900.0	192500.0	6661.0
143.25	579900.0	197800.0	5306.0
143.3	585400.0	203600.0	3580.0
143.35	587300.0	209300.0	1554.0
143.4	584500.0	214000.0	-486.9
143.45	578500.0	217700.0	-2218.0
143.5	572200.0	220500.0	-3521.0
143.55	569200.0	222900.0	-4569.0
143.6	571100.0	225400.0	-5764.0
143.65	576800.0	228100.0	-7391.0
143.7	583200.0	231000.0	-9387.0
143.75	587500.0	233500.0	-11310.0
143.8	588000.0	234900.0	-12720.0
143.85	584500.0	234600.0	-13530.0
143.9	578500.0	232600.0	-14020.0
143.95	572600.0	229500.0	-14570.0
144.0	569200.0	226100.0	-15410.0
144.05	569700.0	223000.0	-16400.0
144.1	573500.0	220300.0	-17200.0
144.15	578300.0	217700.0	-17550.0
144.2	581500.0	214300.0	-17410.0
144.25	582200.0	209200.0	-17010.0
144.3	580500.0	202100.0	-16640.0
144.35	577300.0	194200.0	-16379.999999999998
144.4	574100.0	187100.0	-16079.999999999998
144.45	572300.0	181700.0	-15480.0
144.5	572700.0	177500.0	-14420.0
144.55	575200.0	173200.0	-13010.0
144.6	579200.0	167900.0	-11560.0
144.65	583200.0	161700.0	-10360.0
144.7	587000.0	155200.0	-9416.0
144.75	590300.0	149500.0	-8500.0
144.8	592300.0	145400.0	-7318.0
144.85	592900.0	142900.0	-5724.0
144.9	592800.0	141600.0	-3869.0
144.95	592600.0	140800.0	-2149.0
145.0	592300.0	139400.0	-871.8000000000001
145.05	592400.0	137500.0	12.74
145.1	593300.0	135600.0	851.5
145.15	594800.0	134900.0	1986.0
145.2	596100.0	135800.0	3472.0
145.25	596600.0	137800.0	5044.0
145.3	595900.0	140100.0	6343.0
145.35	594600.0	141700.0	7211.0
145.4	593800.0	142700.0	7813.0
145.45	593000.0	144200.0	8426.0
145.5	592500.0	147500.0	9279.0
145.55	592200.0	153300.0	10300.0
145.6	592100.0	160200.0	11160.0
145.65	591700.0	166500.0	11580.0
145.7	590900.0	171000.0	11550.0
145.75	589500.0	174300.0	11350.0
145.8	588700.0	178000.0	11280.0
145.85	588700.0	183300.0	11450.0
145.9	589400.0	190400.0	11650.0
145.95	590100.0	198500.0	11530.0
146.0	590300.0	205800.0	10910.0
146.05	590100.0	211400.0	9850.0
146.1	590100.0	215500.0	8703.0
146.15	590600.0	218900.0	7782.0
146.2	591600.0	222200.0	7138.0
146.25	592600.0	225800.0	6502.0
146.3	592800.0	229200.0	5558.0
146.35	591400.0	232300.0	4168.0
146.4	588600.0	234800.0	2511.0
146.45	585800.0	236500.0	927.8
146.5	584300.0	236900.0	-362.8
146.55	584200.0	235900.0	-1411.0
146.6	585200.0	233600.0	-2455.0
146.65	586600.0	230900.0	-3711.0
146.7	588000.0	228700.0	-5163.0
146.75	588100.0	227000.0	-6642.0
146.8	586700.0	225100.0	-7917.0
146.85	583600.0	222300.0	-8889.0
146.9	580600.0	217700.0	-9625.0
146.95	579000.0	211700.0	-10330.0
147.0	579200.0	205500.0	-11220.0
147.05	581700.0	199900.0	-12220.0
147.1	585300.0	195000.0	-13110.0
147.15	588900.0	190000.0	-13650.0
147.2	591000.0	184300.0	-13780.0
147.25	591000.0	177700.0	-13690.0
147.3	589300.0	170900.0	-13630.0
147.35	587600.0	164700.0	-13780.0
147.4	587800.0	159400.0	-14040.0
147.45	590700.0	154700.0	-14170.0
147.5	596200.0	150300.0	-13930.0
147.55	602100.0	146300.0	-13370.0
147.6	606000.0	143100.0	-12740.0
147.65	606000.0	140700.0	-12260.0
147.7	602600.0	138900.0	-11900.0
147.75	597900.0	137200.0	-11440.0
147.8	594500.0	135200.0	-10700.0
147.85	594000.0	133400.0	-9667.0
147.9	597100.0	132200.0	-8523.0
147.95	603200.0	132100.0	-7486.0
148.0	610300.0	133000.0	-6647.0
148.05	615500.0	134900.0	-5883.0
148.1	615100.0	137700.0	-5021.0
148.15	607900.0	141500.0	-3927.0
148.2	596800.0	145900.0	-2562.0
148.25	586100.0	150500.0	-1071.0
148.3	580000.0	154800.0	312.3
148.35	580900.0	158500.0	1454.0
148.4	588700.0	162300.0	2416.0
148.45	599600.0	166800.0	3312.0
148.5	608400.0	172500.0	4240.0
148.55	610500.0	179100.0	5221.0
148.6	604600.0	186000.0	6217.0
148.65	593000.0	192700.0	7162.0
148.7	580700.0	198200.0	7972.0
148.75	573000.0	202300.0	8622.0
148.8	573000.0	205200.0	9119.0
148.85	581300.0	207800.0	9525.0
148.9	593900.0	211200.0	9789.0
148.95	605200.0	215800.0	9880.0
149.0	609600.0	220600.0	9794.0
149.05	604700.0	224500.0	9614.0
149.1	591900.0	226800.0	9422.0
149.15	576900.0	227300.0	9294.0
149.2	566400.0	226700.0	9218.0
149.25	564500.0	226100.0	9052.0
149.3	571500.0	226100.0	8615.0
149.35	583500.0	226200.0	7833.0
149.4	595400.0	225600.0	6802.0
149.45	601600.0	223300.0	5705.0
149.5	599100.0	219200.0	4753.0
149.55	588200.0	214200.0	3995.0
149.6	573600.0	209900.0	3348.0
149.65	561700.0	206500.0	2637.0
149.7	557500.0	203500.0	1685.0
149.75	562200.0	199400.0	433.59999999999997
149.8	573600.0	193500.0	-974.6
149.85	586700.0	186100.0	-2315.0
149.9	596100.0	178600.0	-3421.0
149.95	598400.0	172700.0	-4307.0
150.0	593400.0	168700.0	-5155.0
150.05	583800.0	165400.0	-6151.0
150.1	574800.0	161400.0	-7276.0
150.15	571400.0	155900.0	-8369.0
150.2	575700.0	150000.0	-9339.0
150.25	586300.0	145300.0	-10170.0
150.3	598300.0	142600.0	-11000.0
150.35	606900.0	141300.0	-11900.0
150.4	608300.0	139800.0	-12880.0
150.45	602700.0	137100.0	-13730.0
150.5	593400.0	133700.0	-14250.0
150.55	584900.0	131000.0	-14440.0
150.6	581300.0	130600.0	-14390.0
150.65	583800.0	132300.0	-14350.0
150.7	590800.0	135300.0	-14480.0
150.75	598700.0	138300.0	-14730.0
150.8	603300.0	140200.0	-14920.0
150.85	601700.0	141200.0	-14830.0
150.9	595100.0	142400.0	-14260.0
150.95	586200.0	145100.0	-13290.0
151.0	579500.0	149700.0	-12180.0
151.05	577200.0	155800.0	-11240.0
151.1	579700.0	162000.0	-10580.0
151.15	585900.0	167100.0	-10040.0
151.2	592500.0	170700.0	-9309.0
151.25	595900.0	173900.0	-8209.0
151.3	594400.0	178100.0	-6765.0
151.35	588900.0	184100.0	-5216.0
151.4	582100.0	191200.0	-3786.0
151.45	576800.0	197500.0	-2574.0
151.5	575100.0	201500.0	-1489.0
151.55	577600.0	203600.0	-357.9
151.6	582500.0	206000.0	934.0
151.65	587000.0	210400.0	2321.0
151.7	588900.0	216700.0	3641.0
151.75	587100.0	222700.0	4775.0
151.8	582200.0	225600.0	5753.0
151.85	576500.0	224700.0	6720.0
151.9	572100.0	221700.0	7726.0
151.95	571100.0	219700.0	8751.0
152.0	573400.0	220600.0	9628.0
152.05	577400.0	223800.0	10220.0
152.1	580500.0	226300.0	10550.0
152.15	580800.0	225100.0	10800.0
152.2	577800.0	219800.0	11180.0
152.25	572400.0	212900.0	11690.0
152.3	566400.0	207700.0	12090.0
152.35	561900.0	205100.0	12140.0
152.4	561300.0	204100.0	11810.0
152.45	564900.0	201700.0	11240.0
152.5	570800.0	196200.0	10620.0
152.55	576500.0	188000.0	10140.0
152.6	579900.0	179400.0	9734.0
152.65	580100.0	173200.0	9152.0
152.7	577800.0	169900.0	8186.0
152.75	574700.0	167900.0	6865.0
152.8	572900.0	164500.0	5409.0
152.85	574200.0	158200.0	4067.9999999999995
152.9	578600.0	150000.0	2895.0
152.95	583900.0	142900.0	1697.0
153.0	587400.0	139600.0	261.1
153.05	587900.0	140500.0	-1468.0
153.1	585500.0	142700.0	-3345.0
153.15	582000.0	142700.0	-5112.0
153.2	579800.0	138700.0	-6568.0
153.25	580300.0	132700.0	-7763.0
153.3	583100.0	128300.00000000001	-8967.0
153.35	586400.0	128800.00000000001	-10400.0
153.4	588600.0	134100.0	-12090.0
153.45	588300.0	141000.0	-13840.0
153.5	585600.0	145400.0	-15280.0
153.55	581600.0	145600.0	-16230.0
153.6	577900.0	143400.0	-16780.0
153.65	576500.0	142600.0	-17180.0
153.7	577500.0	146000.0	-17730.0
153.75	579800.0	153600.0	-18490.0
153.8	581800.0	162200.0	-19220.0
153.85	583300.0	168300.0	-19570.0
153.9	583900.0	170900.0	-19350.0
153.95	583100.0	171700.0	-18760.0
154.0	580300.0	174300.0	-18150.0
154.05	576500.0	180700.0	-17720.0
154.1	573500.0	189800.0	-17360.0
154.15	572900.0	197700.0	-16780.0
154.2	575100.0	201800.0	-15790.0
154.25	578800.0	201900.0	-14460.0
154.3	581800.0	201300.0	-13020.0
154.35	582200.0	203400.0	-11760.0
154.4	579600.0	209200.0	-10670.0
154.45	574800.0	216300.0	-9520.0
154.5	569300.0	221100.0	-8023.999999999999
154.55	565000.0	221400.0	-6114.0
154.6	563100.0	218100.0	-4001.0000000000005
154.65	564800.0	214000.0	-1978.0
154.7	569300.0	212300.0	-264.0
154.75	574000.0	213700.0	1116.0
154.8	576600.0	216500.0	2420.0
154.85	576100.0	217600.0	3992.0
154.9	572200.0	214800.0	5916.0
154.95	565900.0	208300.0	7939.0
155.0	559000.0	201000.0	9656.0
155.05	554500.0	196100.0	10850.0
155.1	554300.0	194500.0	11560.0
155.15	558700.0	194100.0	12110.0
155.2	566400.0	191500.0	12850.0
155.25	574700.0	185200.0	13820.0
155.3	580100.0	176200.0	14750.0
155.35	580200.0	168000.0	15280.0
155.4	574900.0	163700.0	15260.0
155.45	567100.0	163300.0	14870.0
155.5	561000.0	164100.0	14480.0
155.55	559800.0	162400.0	14270.0
155.6	564400.0	157000.0	14080.0
155.65	572800.0	149400.0	13520.0
155.7	581100.0	143100.0	12310.0
155.75	585300.0	140700.0	10530.0
155.8	583600.0	141900.0	8644.0
155.85	577000.0	144100.0	7114.0
155.9	568600.0	144000.0	6017.0
155.95	562100.0	140800.0	4996.0
156.0	560300.0	136600.0	3551.0
156.05	563100.0	134600.0	1368.0
156.1	569000.0	136400.0	-1328.0
156.15	575100.0	141000.0	-3945.0
156.2	579100.0	145500.0	-5939.0
156.25	578600.0	147600.0	-7249.0
156.3	573400.0	147000.0	-8268.0
156.35	565800.0	146100.0	-9513.0
156.4	559400.0	147600.0	-11250.0
156.45	556500.0	152500.0	-13360.0
156.5	558000.0	159400.0	-15440.0
156.55	563500.0	165600.0	-17010.0
156.6	570400.0	169500.0	-17950.0
156.65	575100.0	171100.0	-18580.0
156.7	575300.0	172300.0	-19330.0
156.75	571100.0	174800.0	-20330.0
156.8	564300.0	179400.0	-21360.0
156.85	557700.0	185400.0	-22070.0
156.9	553900.0	190800.0	-22220.0
156.95	554000.0	194500.0	-21910.0
157.0	557600.0	196300.0	-21450.0
157.05	563300.0	197100.0	-21130.0
157.1	568600.0	198000.0	-20940.0
157.15	570700.0	199300.0	-20610.0
157.2	567600.0	200700.0	-19840.0
157.25	560400.0	201800.0	-18430.0
157.3	552600.0	202100.0	-16550.0
157.35	547300.0	201900.0	-14610.0
157.4	546800.0	201300.0	-13000.0
157.45	551100.0	200200.0	-11760.0
157.5	558400.0	198300.0	-10590.0
157.55	565200.0	195900.0	-9074.0
157.6	567600.0	193200.0	-7031.0
157.65	563400.0	190600.0	-4651.0
157.7	554100.0	188700.0	-2317.0
157.75	543800.0	187700.0	-347.7
157.8	537300.0	186800.0	1220.0
157.85	537900.0	184700.0	2669.0
157.9	546000.0	180700.0	4315.0
157.95	557900.0	175200.0	6204.0
158.0	568200.0	170000.0	8130.000000000001
158.05	572000.0	166400.0	9799.0
158.1	567800.0	164800.0	11080.0
158.15	557600.0	164200.0	12060.0
158.2	546300.0	162900.0	12980.0
158.25	538600.0	160000.0	13960.0
158.3	537300.0	155800.0	14870.0
158.35	542300.0	152000.0	15470.0
158.4	551200.0	149600.0	15590.0
158.45	560100.0	148300.0	15320.0
158.5	565100.0	147100.0	14930.0
158.55	563800.0	145100.0	14640.0
158.6	556700.0	142400.0	14500.0
158.65	546900.0	140100.0	14320.0
158.7	538300.0	139600.0	13780.0
158.75	534000.0	141200.0	12710.0
158.8	536000.0	143900.0	11260.0
158.85	543200.0	146100.0	9738.0
158.9	552600.0	146400.0	8405.0
158.95	559400.0	145100.0	7302.0
159.0	560000.0	144000.0	6206.0
159.05	553500.0	145400.0	4800.0
159.1	542500.0	150300.0	2972.0
159.15	531900.0	157000.0	861.4000000000001
159.2	526700.0	162400.0	-1250.0
159.25	529000.0	164300.0	-3196.0
159.3	537000.0	163400.0	-5020.0
159.35	546100.0	162200.0	-6883.0
159.4	552200.0	163300.0	-8828.0
159.45	552700.0	167200.0	-10760.0
159.5	547600.0	172900.0	-12560.0
159.55	538400.0	177400.0	-14160.0
159.6	528700.0	179300.0	-15500.0
159.65	522900.0	179200.0	-16650.0
159.7	523500.0	179200.0	-17730.0
159.75	530300.0	180800.0	-18820.0
159.8	540000.0	183600.0	-19880.0
159.85	547700.0	185900.0	-20790.0
159.9	549600.0	186400.0	-21380.0
159.95	545200.0	185200.0	-21530.0
160.0	536100.0	184200.0	-21330.0
160.05	525800.0	184700.0	-21000.0
160.1	518799.99999999994	186600.0	-20720.0
160.15	517900.0	188500.0	-20500.0
160.2	523100.0	188700.0	-20220.0
160.25	531500.0	186500.0	-19690.0
160.3	539300.0	182800.0	-18780.0
160.35	542700.0	179300.0	-17570.0
160.4	540100.0	177300.0	-16250.0
160.45	532800.0	177000.0	-14920.0
160.5	524300.0	177100.0	-13540.0
160.55	518299.99999999994	176100.0	-12020.0
160.6	516900.0	173500.0	-10380.0
160.65	519600.0	170000.0	-8667.0
160.7	524900.0	166600.0	-6915.0
160.75	530500.0	163900.0	-5139.0
160.8	534500.0	161700.0	-3316.0
160.85	536000.0	159500.0	-1433.0
160.9	534300.0	157100.0	452.90000000000003
160.95	530200.0	154900.0	2287.0
161.0	524200.00000000006	153300.0	3972.0
161.05	518600.0	152300.0	5497.0
161.1	516000.0	151400.0	6958.0
161.15	517900.0	149800.0	8411.0
161.2	523100.0	147200.0	9820.0
161.25	529000.0	143900.0	11090.0
161.3	532800.0	141200.0	12140.0
161.35	532500.0	140000.0	12990.0
161.4	528000.0	140600.0	13710.0
161.45	521200.00000000006	142100.0	14390.0
161.5	514400.0	143500.0	14980.0
161.55	509800.0	143800.0	15350.0
161.6	508800.0	143400.0	15400.0
161.65	511300.0	142900.0	15170.0
161.7	515299.99999999994	143400.0	14750.0
161.75	518600.0	145400.0	14240.0
161.8	519799.99999999994	148300.0	13670.0
161.85	518100.0	151200.0	12980.0
161.9	514200.00000000006	153600.0	12070.0
161.95	509200.0	155400.0	10850.0
162.0	504300.0	157100.0	9343.0
162.05	501200.0	159400.0	7688.0
162.1	501100.0	161900.0	6060.0
162.15	503900.0	164000.0	4514.0
162.2	507900.0	165200.0	2930.0
162.25	511200.0	165700.0	1188.0
162.3	511800.0	166500.0	-724.0999999999999
162.35	509100.0	168300.0	-2716.0
162.4	504500.0	171200.0	-4609.0
162.45	500200.0	174300.0	-6328.0
162.5	497600.0	176300.0	-7936.0
162.55	497600.0	176700.0	-9544.0
162.6	500300.0	175900.0	-11220.0
162.65	504900.0	175200.0	-12890.0
162.7	509700.0	175400.0	-14460.0
162.75	512299.99999999994	176700.0	-15860.0
162.8	511700.0	178200.0	-17040.0
162.85	507300.0	179000.0	-18060.0
162.9	500900.0	178700.0	-18960.0
162.95	495500.0	177600.0	-19730.0
163.0	493800.0	176200.0	-20350.0
163.05	496200.0	175300.0	-20850.0
163.1	501100.0	174700.0	-21220.0
163.15	506400.0	174100.0	-21350.0
163.2	510100.0	173100.0	-21230.0
163.25	510300.0	171800.0	-20890.0
163.3	507000.0	170300.0	-20400.0
163.35	502000.0	168900.0	-19750.0
163.4	497800.0	167500.0	-18960.0
163.45	496800.0	165900.0	-18030.0
163.5	499900.0	164100.0	-16930.0
163.55	505500.0	162200.0	-15690.0
163.6	510500.0	160800.0	-14310.0
163.65	511800.0	160100.0	-12800.0
163.7	508100.0	160000.0	-11210.0
163.75	500800.0	159800.0	-9537.0
163.8	493400.0	158700.0	-7759.0
163.85	489700.0	156600.0	-5856.0
163.9	491300.0	154000.0	-3897.0
163.95	496500.0	151500.0	-2025.0
164.0	502700.0	149900.0	-248.29999999999998
164.05	506900.0	149300.0	1490.0
164.1	507000.0	149300.0	3262.0
164.15	502300.0	149300.0	5090.0
164.2	493900.0	149000.0	6912.0
164.25	485200.0	147900.0	8634.0
164.3	480200.0	146200.0	10180.0
164.35	480400.0	144600.0	11520.0
164.4	484900.0	144400.0	12650.0
164.45	490800.0	145800.0	13620.0
164.5	496200.0	148200.0	14540.0
164.55	498400.0	150200.0	15370.0
164.6	496500.0	151000.0	16020.0
164.65	490200.0	150800.0	16360.0
164.7	481700.0	150700.0	16360.0
164.75	474200.0	151500.0	16149.999999999998
164.8	471400.0	153300.0	15880.0
164.85	475300.0	155300.0	15580.0
164.9	483800.0	156400.0	15110.0
164.95	492200.0	156600.0	14270.0
165.0	496200.0	156600.0	13070.0
165.05	493800.0	157300.0	11730.0
165.1	486200.0	159000.0	10490.0
165.15	476800.0	161100.0	9400.0
165.2	469800.0	162900.0	8294.0
165.25	467500.0	163900.0	6903.0
165.3	470500.0	164100.0	5086.0
165.35	478300.0	163700.0	3003.0
165.4	487600.0	163600.0	898.5999999999999
165.45	494500.0	164400.0	-1027.0
165.5	495900.0	165900.0	-2740.0
165.55	491000.0	167800.0	-4410.0
165.6	481900.0	169300.0	-6242.0
165.65	472600.0	170200.0	-8294.0
165.7	467600.0	170700.0	-10410.0
165.75	469400.0	171000.0	-12360.0
165.8	477400.0	171600.0	-14010.0
165.85	487400.0	172200.0	-15430.0
165.9	495000.0	172700.0	-16730.0
165.95	496900.0	173200.0	-17990.0
166.0	492800.0	173500.0	-19180.0
166.05	485500.0	173500.0	-20160.0
166.1	478800.0	173400.0	-20850.0
166.15	475500.0	173400.0	-21260.0
166.2	476900.0	173800.0	-21520.0
166.25	482300.0	174400.0	-21670.0
166.3	489000.0	174700.0	-21730.0
166.35	493200.0	174300.0	-21630.0
166.4	492400.0	173100.0	-21340.0
166.45	487100.0	171500.0	-20780.0
166.5	480200.0	169900.0	-19910.0
166.55	474700.0	168500.0	-18830.0
166.6	473200.0	167700.0	-17620.0
166.65	476000.0	166800.0	-16410.0
166.7	481800.0	165000.0	-15150.0
166.75	487200.0	162000.0	-13740.0
166.8	489200.0	158700.0	-12060.0
166.85	486600.0	156300.0	-10060.0
166.9	480100.0	155500.0	-7846.0
166.95	472600.0	155600.0	-5606.0
167.0	467400.0	155300.0	-3483.0
167.05	466500.0	153900.0	-1505.0
167.1	469900.0	151200.0	406.6
167.15	475900.0	148500.0	2355.0
167.2	481600.0	147100.0	4384.0
167.25	484800.0	147300.0	6474.0
167.3	483900.0	148200.0	8475.0
167.35	478900.0	148500.0	10220.0
167.4	472000.0	147500.0	11670.0
167.45	465800.0	145300.0	12890.0
167.5	463500.0	142700.0	14040.0
167.55	465300.0	141100.0	15160.0
167.6	469900.0	141100.0	16170.000000000002
167.65	475100.0	142700.0	16990.0
167.7	478000.0	144400.0	17520.0
167.75	477200.0	145100.0	17810.0
167.8	472600.0	145000.0	17940.0
167.85	465700.0	144900.0	17940.0
167.9	459200.0	145700.0	17780.0
167.95	456200.0	147600.0	17430.0
168.0	458100.0	149900.0	16830.0
168.05	464200.0	151300.0	15940.0
168.1	472000.0	151700.0	14750.0
168.15	477900.0	152000.0	13340.0
168.2	479400.0	153600.0	11820.0
168.25	475700.0	156900.0	10280.0
168.3	468200.0	161100.0	8647.0
168.35	460200.0	164600.0	6872.0
168.4	455700.0	166500.0	4947.0
168.45	456800.0	166500.0	2923.0
168.5	463200.0	165800.0	882.1999999999999
168.55	472200.0	166200.0	-1135.0
168.6	480000.0	168300.0	-3127.0
168.65	483400.0	171700.0	-5061.0
168.7	481000.0	175300.0	-6945.0
168.75	474000.0	177700.0	-8783.0
168.8	466000.0	178500.0	-10570.0
168.85	460600.0	178000.0	-12290.0
168.9	460000.0	177400.0	-13940.0
168.95	464100.0	177700.0	-15450.0
169.0	470600.0	179200.0	-16810.0
169.05	475900.0	181400.0	-18080.0
169.1	477000.0	183100.0	-19280.0
169.15	473900.0	183500.0	-20340.0
169.2	468200.0	182300.0	-21180.0
169.25	462400.0	180200.0	-21750.0
169.3	459100.0	178000.0	-22050.0
169.35	459800.0	176300.0	-22110.0
169.4	464000.0	174800.0	-21990.0
169.45	469200.0	173200.0	-21710.0
169.5	472800.0	170900.0	-21260.0
169.55	473500.0	168400.0	-20520.0
169.6	471000.0	166000.0	-19510.0
169.65	466000.0	163900.0	-18280.0
169.7	460900.0	161800.0	-16850.0
169.75	457900.0	159500.0	-15260.0
169.8	457800.0	156600.0	-13530.0
169.85	460500.0	153200.0	-11690.0
169.9	464900.0	149800.0	-9750.0
169.95	469100.0	147000.0	-7747.0
170.0	471200.0	144900.0	-5707.0
170.05	469500.0	143100.0	-3682.0
170.1	464500.0	141000.0	-1625.0
170.15	458400.0	138400.0	510.0
170.2	454000.0	135700.0	2702.0
170.25	453100.0	133600.0	4848.0
170.3	456200.0	132000.0	6852.0
170.35	461500.0	130699.99999999999	8667.0
170.4	466100.0	129699.99999999999	10330.0
170.45	467500.0	129100.0	11950.0
170.5	465000.0	129000.0	13550.0
170.55	459200.0	129400.0	15050.0
170.6	452700.0	130300.00000000001	16350.000000000002
170.65	448000.0	131300.0	17320.0
170.7	447700.0	132400.0	18020.0
170.75	452300.0	133600.0	18530.0
170.8	460000.0	135100.0	18930.0
170.85	466700.0	137300.0	19140.0
170.9	469100.0	140400.0	19160.0
170.95	466100.0	144200.0	18960.0
171.0	458700.0	148000.0	18510.0
171.05	450400.0	151100.0	17830.0
171.1	445300.0	153300.0	16980.0
171.15	446200.0	155300.0	16030.000000000002
171.2	452600.0	157900.0	14940.0
